,Average Daily Returns,Beta Alpha,Sharpe Ratio,Piotroski F-Score,Revenue Growth,Earning per Share,Price to Earning,Debt to Equity,Free Cash Flow,Return on Equity,Dividend Yield
CGAS.JK,-0.022741243523795442,,-2.02,"{'op_revenue_v_net_income_margin': 381199901222.0, 'lt_debt_decreased_percent': 66.92867209912318, 'current_ratio': 0.4675701558331332}",-2.6491320147336705,-2.128663711205851,-63.42006926191495,0.6667433309260644,,-4.744074830696958,0.0
CHEM.JK,0.00018290544526759788,,0.06,{},,,0.0,0.0,,,1.1415094339622642
CHIP.JK,0.012055374136297994,,3.66,"{'op_revenue_v_net_income_margin': 624754033.0, 'lt_debt_decreased_percent': 92.2214126727461}",-100.0,-0.7751290732009926,-2967.2477520445236,-63.6700756982465,,110.62409411780155,0.10043478260869565
CINT.JK,0.00022518109949654615,"{'beta': array([0.156]), 'alpha': array([0.])}",0.11,{},,,0.0,0.0,,,22.34177215189873
CITA.JK,0.0006591417338641241,"{'beta': array([-0.094]), 'alpha': array([0.001])}",0.34,"{'net_income': 649938571941.0, 'roa': 0.15698913393637196, 'op_revenue_v_net_income_margin': 3694760902074.0, 'current_ratio': 0.16573067422302978, 'percent_shares_outstanding': 2.0745847111800724}",-5.104698035247014,164.11098547710387,11.577530867152587,0.0674137603971193,,18.813517858594007,14.666842105263159
CITY.JK,0.0013241037054951322,"{'beta': array([0.041]), 'alpha': array([0.001])}",0.39,"{'net_income': 65602521380.0, 'roa': 0.06884350041542676, 'op_revenue_v_net_income_margin': 82193684549.0, 'current_ratio': 0.08453467934764539, 'percent_shares_outstanding': 0.046396379770897354}",88.07549952817878,12.136949789420767,4.614009365747948,0.005957480508282711,,7.520120176619183,0.0
CLAY.JK,-0.002028672456625688,"{'beta': array([0.009]), 'alpha': array([-0.002])}",-0.7,"{'op_revenue_v_net_income_margin': 116353893298.0, 'current_ratio': 0.8152963896098477, 'percent_shares_outstanding': 50.38910505836576}",75.16823495614172,-32.06056630574027,-11.228747382903963,3.36466846681272,,-72.87275061455574,
CLEO.JK,0.0006608765132629363,"{'beta': array([-0.017]), 'alpha': array([0.001])}",0.48,"{'net_income': 132772234495.0, 'roa': 0.1012801670382348, 'op_revenue_v_net_income_margin': 839862549681.0, 'current_ratio': 0.3174775140965641}",-11.860681257419033,11.101356924005456,67.10891336076402,0.31693424273002396,,14.839096019550635,1.0268456375838926
CLPI.JK,0.0003920666602072824,"{'beta': array([0.046]), 'alpha': array([0.])}",0.49,"{'net_income': 36218944787.0, 'roa': 0.05587588601863924, 'op_revenue_v_net_income_margin': 736122786008.0, 'current_ratio': 0.24390089822954356}",-7.8498344388841605,118.23197474264242,8.331079660506953,0.12804625336236225,,7.390243612378068,81.3756345177665
CMNP.JK,0.0004774327307929055,"{'beta': array([0.028]), 'alpha': array([0.])}",0.29,"{'net_income': 448129359000.0, 'roa': 0.027162773901344722, 'op_revenue_v_net_income_margin': 2140399053000.0, 'current_ratio': 0.40542854017800606, 'percent_shares_outstanding': 30.322875816993466}",-41.66814079470835,82.42505057524318,18.986946190240573,0.5364647989602603,,5.006805785877601,4.114848178913738
CMNT.JK,0.0007158541272183278,,0.58,"{'net_income': 471342000000.0, 'roa': 0.02475101531559065, 'op_revenue_v_net_income_margin': 6687528000000.0, 'lt_debt_decreased_percent': 0.20822801760271553, 'current_ratio': 0.856116101482198}",-13.519934264775626,27.522817006346703,38.33183208523747,4.121942244765119,,19.604085172222327,0.0
CMPP.JK,0.00020206761239754956,"{'beta': array([0.011]), 'alpha': array([0.])}",0.09,{'op_revenue_v_net_income_margin': 4365665876107.0},157.3432770805679,-257.80689753134544,-0.4577069160287031,-2.5066949299714456,,94.99161130293402,11.767163559322032
CMRY.JK,0.0005622306790976327,,0.4,"{'net_income': 176999000000.0, 'roa': 0.1628652296412712, 'op_revenue_v_net_income_margin': 1684964000000.0, 'current_ratio': 0.32426282363896347}",-54.538467154122294,22.307011571021295,202.62687297261567,0.0,,24.102812010621637,2.9426991150442476
CNKO.JK,0.0,"{'beta': array([0.]), 'alpha': array([0.])}",,{'op_revenue_v_net_income_margin': 1148134964000.0},-9.767245634376993,-2291.822643478261,-0.021816696916876533,-0.5473279486104513,,25.901063721707757,0.0
CNMA.JK,-0.0016764198431586522,,-1.67,"{'op_revenue_v_net_income_margin': 1764737000000.0, 'lt_debt_decreased_percent': 18.36037697154886, 'current_ratio': 0.31541752929844197}",-4.780008530010483,-6.5480114041252415,-35.12516790289953,0.0,,-13.928223241949233,0.0
CNTX.JK,-5.4056088667080804e-05,"{'beta': array([0.013]), 'alpha': array([-0.])}",-0.02,{},,,0.0,0.0,,,
COAL.JK,-0.0013475358527814843,,-0.37,{},,,0.0,0.0,,,0.0
COCO.JK,-0.0012403594208376485,"{'beta': array([0.025]), 'alpha': array([-0.001])}",-0.54,{},,,0.0,0.0,,,0.0
COWL.JK,0.0,"{'beta': array([0.]), 'alpha': array([0.])}",,{},,,0.0,0.0,,,
CPIN.JK,3.273126714565823e-05,"{'beta': array([0.146]), 'alpha': array([-0.])}",0.02,"{'net_income': 3842083000000.0, 'roa': 0.12330457069770939, 'op_revenue_v_net_income_margin': 38676699000000.0, 'lt_debt_decreased_percent': 1.4835934000868891, 'current_ratio': 0.25063497112305927}",-17.75585668288301,234.30192523535513,22.30028624285316,0.38983134942459896,,16.46628335598577,17.51043062200957
CPRI.JK,0.0,"{'beta': array([0.]), 'alpha': array([0.])}",,{},,,0.0,0.0,,,
CPRO.JK,0.00044112806106135177,"{'beta': array([0.063]), 'alpha': array([0.])}",0.24,"{'net_income': 380902000000.0, 'roa': 0.06025444039990768, 'op_revenue_v_net_income_margin': 7192604000000.0, 'lt_debt_decreased_percent': 97.22820787877308, 'current_ratio': 0.8854812554940957}",-5.6622768239172565,9.411796675096365,5.631230872234854,2.9977073336429125,,52.799729418402045,0.0
CRAB.JK,0.0005486510112833735,,0.37,{},,,0.0,0.0,,,0.45454545454545453
CRSN.JK,-0.001593173273177659,,-0.74,{},,,0.0,0.0,,,0.0
CSAP.JK,0.001026508332783411,"{'beta': array([0.07]), 'alpha': array([0.001])}",0.57,"{'net_income': 60477744000.0, 'roa': 0.007940602814778545, 'op_revenue_v_net_income_margin': 12599069498000.0, 'lt_debt_decreased_percent': 19.333885179672123, 'current_ratio': 0.7303728362276485}",-11.076349644234753,10.641551495634076,56.382755864702894,2.0637202442188434,,3.1780798963576875,10.586744666666666
CSIS.JK,0.0005981230775845329,"{'beta': array([0.089]), 'alpha': array([0.001])}",0.27,{},,,0.0,0.0,,,0.0
CSMI.JK,0.003362899354437211,"{'beta': array([0.094]), 'alpha': array([0.003])}",1.84,"{'op_revenue_v_net_income_margin': 114938807138.0, 'current_ratio': 0.752824643687243}",25.707997304261454,-46.10217013335418,-62.03612523504259,1.3105042466618935,,-124.36248368033142,
CSRA.JK,0.001182215536263515,"{'beta': array([-0.004]), 'alpha': array([0.001])}",0.67,{},,,0.0,0.0,,,14.084507042253522
CTBN.JK,0.0002584029709608592,"{'beta': array([0.025]), 'alpha': array([0.])}",0.08,"{'op_revenue_v_net_income_margin': 129258581.0, 'current_ratio': 0.23840875464328953}",34.56402070029064,-0.0038279001795325247,-266464.6286896033,0.0075958803830471835,,-3.085525154035861,
CTRA.JK,0.0011122125164036297,"{'beta': array([0.008]), 'alpha': array([0.001])}",0.72,"{'net_income': 1320754000000.0, 'roa': 0.03364533711175545, 'op_revenue_v_net_income_margin': 6749983000000.0, 'lt_debt_decreased_percent': 16.22983337644616, 'current_ratio': 0.5552809874526901}",-17.050087408068386,71.25460413136757,17.26204243212589,0.526618483790378,,8.614290201594978,10.656473658536585
CTTH.JK,-0.0010391546367649234,"{'beta': array([0.03]), 'alpha': array([-0.001])}",-0.62,"{'op_revenue_v_net_income_margin': 144363181877.0, 'lt_debt_decreased_percent': 0.7208469181179222, 'current_ratio': 0.6688971476138712}",9.890526006978838,-33.694234269741806,-0.4451800233807463,1.4701112370730993,,-18.056129193882224,0.0
CUAN.JK,0.017486427962361446,,4.14,"{'op_revenue_v_net_income_margin': 115601616675.0, 'current_ratio': 0.5885637305818}",-94.93111692947954,-8.468383111752617,-749.8479835173404,0.0010941116466063787,,-32.0492961695871,0.0
CYBR.JK,0.0057867554358118625,,1.4,{'op_revenue_v_net_income_margin': 88905608140.0},-37.86225854868676,-2.3856524269394246,-94.73299523767487,0.0,,45.82571952636084,0.0
DADA.JK,-0.0026731254149632666,"{'beta': array([0.184]), 'alpha': array([-0.003])}",-1.44,{},,,0.0,0.0,,,0.0
DART.JK,-0.0008005778339496905,"{'beta': array([-0.053]), 'alpha': array([-0.001])}",-0.32,"{'op_revenue_v_net_income_margin': 724297123000.0, 'current_ratio': 0.5621911337127796}",11.549967680275081,-127.38504668608363,-1.0676292354403756,1.1916656463491793,,-13.731990986046677,63.23529411764706
DAYA.JK,0.0001798634383124677,"{'beta': array([-0.192]), 'alpha': array([0.])}",0.06,{},,,0.0,0.0,,,0.0
DCII.JK,0.006703863520176885,,2.19,"{'net_income': 183141000000.0, 'roa': 0.07517202371472713, 'op_revenue_v_net_income_margin': 576224000000.0, 'lt_debt_decreased_percent': 7.790588654625476, 'current_ratio': 0.7045042219898108}",-12.840893439236032,76.82894959825583,452.9542598456927,1.6388180239750858,,25.439288581691706,0.0
DEAL.JK,-0.0032089149132165456,"{'beta': array([0.27]), 'alpha': array([-0.003])}",-1.37,"{'op_revenue_v_net_income_margin': 122041442776.0, 'lt_debt_decreased_percent': 47.14798238394966, 'current_ratio': 0.7335100915876308, 'percent_shares_outstanding': 1.1710975482846795}",-17.31009430130207,-44.40840480690864,-0.13510955923970897,1.904119244666908,,-67.05698899157264,
DEFI.JK,4.6014050590920495e-05,"{'beta': array([0.075]), 'alpha': array([0.])}",0.03,{},,,0.0,0.0,,,
DEPO.JK,-0.0007553411517314105,,-0.7,"{'net_income': 100834212363.0, 'roa': 0.08417161307331023, 'op_revenue_v_net_income_margin': 2342537727179.0, 'lt_debt_decreased_percent': 73.31267625133285, 'current_ratio': 0.505172658715898}",4.888686510998202,14.850399184410737,25.588537741053212,0.09997658642762763,,17.52706364936407,0.0
DEWA.JK,0.0005550499331502408,"{'beta': array([-0.002]), 'alpha': array([0.001])}",0.29,"{'net_income': 23298352340.9649, 'roa': 0.002978327579817712, 'op_revenue_v_net_income_margin': 4284025936043.705, 'current_ratio': 0.5107502337046017}",-6.662397992254965,1.066105613173914,54.403615629907065,0.41587791998456203,,0.6091911772025859,0.0
DEWI.JK,-0.0007872855647445496,,-0.25,{},,,0.0,0.0,,,0.0
DFAM.JK,-0.0007495631734381226,"{'beta': array([-0.041]), 'alpha': array([-0.001])}",-0.22,"{'op_revenue_v_net_income_margin': 102047460963.0, 'lt_debt_decreased_percent': 1.1719962329466938, 'current_ratio': 0.7345303044958935, 'percent_shares_outstanding': 0.011253599547615794}",5.249928983410339,-6.825261309684544,-7.618755918724434,1.8313531435642607,,-15.479135178226269,0.0
DGIK.JK,0.0011588294256704187,"{'beta': array([0.16]), 'alpha': array([0.001])}",0.57,"{'op_revenue_v_net_income_margin': 493899476403.0, 'current_ratio': 0.4163591396972542}",30.6947807410471,-2.9111527049322707,-31.94610844097362,0.13534513877881943,,-2.318146829148856,19.408602150537636
DGNS.JK,0.0007967026233969567,,0.29,{},,,0.0,0.0,,,1.3872832369942196
DIGI.JK,-0.0026742611461019164,"{'beta': array([-0.315]), 'alpha': array([-0.003])}",-0.99,{},,,0.0,0.0,,,0.0
DILD.JK,0.000317146704342483,"{'beta': array([-0.026]), 'alpha': array([0.])}",0.2,"{'net_income': 76766474625.0, 'roa': 0.004889001252390704, 'op_revenue_v_net_income_margin': 2814621921726.0, 'current_ratio': 0.6147434391230554}",9.995943550548878,7.405674016136658,25.656003705536843,0.9728320721996152,,1.4763082857921566,20.0
DIVA.JK,-0.0009292154447562651,"{'beta': array([-0.045]), 'alpha': array([-0.001])}",-0.36,"{'net_income': 65806444168.0, 'roa': 0.05697700232768291, 'op_revenue_v_net_income_margin': 3622055405874.0, 'current_ratio': 0.23634497678862604}",-23.994793507392508,47.00493818950206,3.531543841856895,0.14555280354898756,,7.854291899784354,0.0
DKFT.JK,0.0005850333628450782,"{'beta': array([0.08]), 'alpha': array([0.001])}",0.28,"{'op_revenue_v_net_income_margin': 1306859990909.0, 'current_ratio': 0.7275159400488629}",-18.12432440676563,-29.95833294295748,-3.73852577889614,1.224786696492876,,-24.563870881561062,178.57142857142858
DLTA.JK,-0.0004064839639499073,"{'beta': array([0.011]), 'alpha': array([-0.])}",-0.6,"{'net_income': 124038395000.0, 'roa': 0.10120783840895212, 'op_revenue_v_net_income_margin': 422298016000.0, 'current_ratio': 0.16782404802350248}",-19.79862428796021,154.9203765406209,21.559462186849483,0.0,,12.203306193700854,749.1916167664671
DMAS.JK,8.317802634608521e-05,"{'beta': array([-0.035]), 'alpha': array([0.])}",0.08,"{'net_income': 1347650476293.0, 'roa': 0.1995858893452921, 'op_revenue_v_net_income_margin': 1281649823896.0, 'current_ratio': 0.18129943764963086}",82.49691856089893,27.960656246189227,5.758090889656525,0.00019876318113102166,,24.39398315216789,110.86956521739131
DMMX.JK,0.001167866259512164,"{'beta': array([0.098]), 'alpha': array([0.001])}",0.44,"{'net_income': 31918591277.0, 'roa': 0.039894910171491466, 'op_revenue_v_net_income_margin': 485279406462.0, 'current_ratio': 0.14454311665000447}",-55.043509227135935,4.396839248510157,36.84464926819709,0.055189628598013685,,4.666503653714396,0.0
DMND.JK,-6.141989089598432e-05,"{'beta': array([0.062]), 'alpha': array([-0.])}",-0.06,"{'net_income': 200434000000.0, 'roa': 0.035283712850563614, 'op_revenue_v_net_income_margin': 5909721000000.0, 'current_ratio': 0.18044487256537028}",-12.383107547509091,21.168819813993377,37.791431314048516,0.07480211038588243,,4.316213677492266,0.0
DNAR.JK,0.000698506941018056,"{'beta': array([0.054]), 'alpha': array([0.001])}",0.23,"{'net_income': 7875055863.0, 'roa': 0.0012549525102983562, 'op_revenue_v_net_income_margin': 255090100415.0, 'current_ratio': 0.5981109595419069, 'percent_shares_outstanding': 24.181765354683986}",-18.33259384962099,0.46618929471340304,257.40616818275896,0.20162347958215818,-560719347596.0,0.3122634319333264,0.0
DNET.JK,0.00040716412626764077,"{'beta': array([0.015]), 'alpha': array([0.])}",0.43,"{'net_income': 328828000000.0, 'roa': 0.01895574389396571, 'op_revenue_v_net_income_margin': 160060000000.0, 'current_ratio': 0.4085710828578516}",-42.10314396289962,23.183023961485354,194.10755074385392,0.657909557105261,,3.287938054442338,0.08888888888888889
DOID.JK,0.0017237057546945964,"{'beta': array([0.05]), 'alpha': array([0.002])}",0.76,"{'op_revenue_v_net_income_margin': 625128327.0, 'lt_debt_decreased_percent': 47.78317691712301, 'current_ratio': 0.7293534959724085, 'percent_shares_outstanding': 0.20575948981785444}",-33.91953281467956,-0.0031944134512744884,-127096.88529454962,3.5514457684292613,,-8.886456193153176,0.9852216748768473
DOOH.JK,0.0006206330070414994,,0.15,"{'net_income': 2121590794.0, 'roa': 0.11177572388266874, 'op_revenue_v_net_income_margin': 24859107136.0, 'current_ratio': 0.8566133573109023}",,0.27419413667868614,273.5288248993034,3.3519750302329983,,77.95407004893036,0.0
DPNS.JK,0.000895665269486086,"{'beta': array([-0.]), 'alpha': array([0.001])}",0.55,{},,,0.0,0.0,,,21.72897196261682
DPUM.JK,-0.0008331955114333686,"{'beta': array([-0.012]), 'alpha': array([-0.001])}",-0.4,"{'op_revenue_v_net_income_margin': 512048496577.0, 'lt_debt_decreased_percent': 3.3713010155818512, 'current_ratio': 0.5243748024762165}",-21.127204105075865,-90.02965188372463,-0.2776862897602678,1.0573470047411995,,-53.6784554821487,0.0
DRMA.JK,0.002393866048689623,,1.13,"{'net_income': 18905959594.0, 'roa': 0.011676241650234669, 'op_revenue_v_net_income_margin': 1855733976758.0, 'current_ratio': 0.6713160725484812}",-35.65153168596682,4.017518367845934,273.80086393725315,1.005508234624351,,3.713845784395235,0.0
DSFI.JK,0.0002553005711693594,"{'beta': array([0.038]), 'alpha': array([0.])}",0.13,{},,,0.0,0.0,,,0.0
DSNG.JK,0.0007729713569718337,"{'beta': array([-0.012]), 'alpha': array([0.001])}",0.46,"{'net_income': 476637000000.0, 'roa': 0.03368130167913624, 'op_revenue_v_net_income_margin': 6222281000000.0, 'current_ratio': 0.5597074151692453}",-5.973433906543551,44.96660395796034,13.34323580586484,0.9109967342636678,,7.785971343772956,21.25
DSSA.JK,0.002559648511304645,"{'beta': array([0.05]), 'alpha': array([0.003])}",1.27,"{'op_revenue_v_net_income_margin': 1591144057.0, 'lt_debt_decreased_percent': 7.538307876409581, 'current_ratio': 0.4521434571626284}",-30.376003490022846,-0.10878166431337534,-1082673.267994107,0.34430739472158184,,-6.168013038164247,0.0
DUCK.JK,-0.0007876853543794674,"{'beta': array([0.019]), 'alpha': array([-0.001])}",-0.42,{},,,0.0,0.0,,,
DUTI.JK,0.00020336426867715394,"{'beta': array([-0.032]), 'alpha': array([0.])}",0.13,"{'net_income': 533728203352.0, 'roa': 0.03880636657498837, 'op_revenue_v_net_income_margin': 1191069331894.0, 'lt_debt_decreased_percent': 96.5262164267164, 'current_ratio': 0.24890913265752906}",-20.800317788634224,288.5017315416216,15.805797683200863,0.00036226366988094307,,6.284275900871974,9.100877192982457
DVLA.JK,-0.00018286384302891576,"{'beta': array([-0.068]), 'alpha': array([-0.])}",-0.17,"{'net_income': 162072984000.0, 'roa': 0.08171408253663633, 'op_revenue_v_net_income_margin': 1667626573000.0, 'current_ratio': 0.3254192258725204}",-3.745293525376388,144.70802142857144,10.054729417458,0.0011802508445429344,,12.113313285918572,60.85910652920962
DWGL.JK,-0.00015979064351036903,"{'beta': array([-0.157]), 'alpha': array([-0.])}",-0.06,"{'net_income': 35565346000.0, 'roa': 0.05054247564744321, 'op_revenue_v_net_income_margin': 1532930768000.0, 'lt_debt_decreased_percent': 26.813953462683404, 'percent_shares_outstanding': 5.766720603778353}",-31.73168752353943,3.84373046519865,27.57737592677996,-8.612474482529196,,-67.68519733521032,0.0
DYAN.JK,0.000973160953779658,"{'beta': array([-0.113]), 'alpha': array([0.001])}",0.47,"{'op_revenue_v_net_income_margin': 499762039225.0, 'current_ratio': 0.4468867511342667}",-49.59883040290966,-50.452262779431585,-1.6054780407792164,0.5082801296146588,,-41.584899142631656,8.641975308641975
EAST.JK,0.0012119197447247188,"{'beta': array([-0.201]), 'alpha': array([0.001])}",0.79,{},,,0.0,0.0,,,2.3703703703703707
ECII.JK,-0.0006232633917351048,"{'beta': array([-0.052]), 'alpha': array([-0.001])}",-0.31,"{'op_revenue_v_net_income_margin': 1638995452028.0, 'lt_debt_decreased_percent': 41.66470588003737, 'current_ratio': 0.2760799618127977}",-10.647699292497862,-17.555604990582193,-15.721474716938653,0.026020214426879542,,-1.637141804868531,15.677536231884059
EDGE.JK,0.002514875356223567,,0.84,"{'net_income': 121777000000.0, 'roa': 0.22768439749462466, 'op_revenue_v_net_income_margin': 353896000000.0, 'lt_debt_decreased_percent': 100.0, 'current_ratio': 0.4195325792278209}",-19.07102486363621,60.27818387053629,74.48797743547632,0.41950654206969223,,39.60665569526387,0.0
EKAD.JK,0.00029142739683160005,"{'beta': array([-0.013]), 'alpha': array([0.])}",0.4,{},,,0.0,0.0,,,86.76
ELIT.JK,0.0004522847261623241,,0.13,{},,,0.0,0.0,,,0.0
ELPI.JK,0.00044536301062680163,,0.26,"{'net_income': 119774000000.0, 'roa': 0.06822427990102484, 'op_revenue_v_net_income_margin': 361526000000.0, 'current_ratio': 0.18797875588405508}",-10.967317069561293,16.159471686026006,17.079766304406633,0.21195191458029997,,8.861435657042746,0.0
ELSA.JK,0.000972876589812219,"{'beta': array([-0.076]), 'alpha': array([0.001])}",0.63,"{'net_income': 249082000000.0, 'roa': 0.03293506048403625, 'op_revenue_v_net_income_margin': 7477863000000.0, 'current_ratio': 0.5053505159846418}",-5.034287819070534,34.1278340376417,11.310415995760433,0.3324609212657089,,6.660947447183239,32.089559585492225
ELTY.JK,0.0,"{'beta': array([0.]), 'alpha': array([0.])}",,"{'op_revenue_v_net_income_margin': 856850000000.0, 'current_ratio': 0.2865194178748039}",-21.442740403615456,-171.885,-0.29089216627396225,0.11097966352338223,,-3.309449836060253,2.0
EMDE.JK,-0.00022653444509464595,"{'beta': array([-0.1]), 'alpha': array([-0.])}",-0.14,"{'op_revenue_v_net_income_margin': 142029875868.0, 'lt_debt_decreased_percent': 0.1433982945149516, 'current_ratio': 0.7765487402778433}",-50.617228090960396,-16.81954320988014,-7.610194783697229,1.768920540868285,,-10.328297041719665,3.90625
EMTK.JK,0.0005645097710171886,"{'beta': array([0.04]), 'alpha': array([0.001])}",0.25,"{'net_income': 2058199105000.0, 'roa': 0.11508512327740755, 'op_revenue_v_net_income_margin': 9878182877000.0, 'current_ratio': 0.30670218165592017, 'percent_shares_outstanding': 5.772680872107431}",-7.042839908545745,33.70074803526708,13.590202790772276,0.09380261420874682,,19.257520688077303,237.4672489082969
ENAK.JK,0.0012557817732096002,,0.77,"{'op_revenue_v_net_income_margin': 695948785769.0, 'current_ratio': 0.8357947407775417}",-29.033530575094858,-62.661191878830024,-19.389991852524684,4.225227562744349,,-123.00460450788151,0.0
ENRG.JK,0.002334574339927024,"{'beta': array([-0.108]), 'alpha': array([0.002])}",0.9,"{'net_income': 53659332.0, 'roa': 0.06353088791826944, 'op_revenue_v_net_income_margin': 271222338.0, 'lt_debt_decreased_percent': 13.502091969050797, 'current_ratio': 0.7487923961005577, 'percent_shares_outstanding': 41.176470583551286}",-19.998872287363973,0.002161834643892969,101765.41514009156,0.418397923409149,,16.948513703602977,0.16136363636363635
ENVY.JK,-0.0004970177403872217,"{'beta': array([0.028]), 'alpha': array([-0.001])}",-0.5,"{'op_revenue_v_net_income_margin': 26805273785.0, 'current_ratio': 0.1497788058825293}",147.66979744829507,-14.516874212222222,-3.444267634275111,0.0,,-9.314604828799936,
ENZO.JK,-0.0010029864518618272,,-0.71,{},,,0.0,0.0,,,0.0
EPAC.JK,-0.0026049924590080004,,-0.96,{},,,0.0,0.0,,,0.0
EPMT.JK,0.0004764071996671664,"{'beta': array([-0.031]), 'alpha': array([0.])}",0.57,"{'net_income': 680597939678.0, 'roa': 0.07388382653626638, 'op_revenue_v_net_income_margin': 21864821428961.0, 'current_ratio': 0.28792359239113047}",-12.184961575958834,251.2692493937917,9.591304967935107,0.03357790557092232,,10.402578182111295,25.394190871369293
ERAA.JK,0.0010185034650027696,"{'beta': array([0.088]), 'alpha': array([0.001])}",0.62,"{'net_income': 612004625000.0, 'roa': 0.05458785833445585, 'op_revenue_v_net_income_margin': 33501450220000.0, 'lt_debt_decreased_percent': 59.15109702848933, 'current_ratio': 0.4926581964529359}",-21.5186851305919,38.77496332787986,10.62541301499478,1.5218904176688643,,11.31499179444198,24.97584541062802
ERAL.JK,-0.001988258020864119,,-1.47,"{'net_income': 73152450559.0, 'roa': 0.0650938628369814, 'op_revenue_v_net_income_margin': 1898640539584.0, 'lt_debt_decreased_percent': 73.72608110324346, 'current_ratio': 0.5166020386868975}",-10.143582599433477,14.101677129204113,22.125027905642387,0.0,,13.465918021730358,0.0
ERTX.JK,0.0019368540339707383,"{'beta': array([-0.038]), 'alpha': array([0.002])}",0.58,{},,,0.0,0.0,,,9.541984732824428
ESIP.JK,-0.00036305538957954325,"{'beta': array([-0.073]), 'alpha': array([-0.])}",-0.14,{},,,0.0,0.0,,,1.8618
ESSA.JK,0.0023325754630298054,"{'beta': array([-0.055]), 'alpha': array([0.002])}",0.84,"{'op_revenue_v_net_income_margin': 194640870.0, 'lt_debt_decreased_percent': 8.414036063981275, 'current_ratio': 0.6063644327745251, 'percent_shares_outstanding': 6.562884624606512}",-42.15790395924719,-0.0011102580956155776,-522401.054574992,0.8205787050058335,,-9.739289633009337,0.0
ESTA.JK,0.0022878005136730247,"{'beta': array([-0.147]), 'alpha': array([0.002])}",0.69,{},,,0.0,0.0,,,0.0
ESTI.JK,0.00058166401865521,"{'beta': array([0.005]), 'alpha': array([0.001])}",0.26,{},,,0.0,0.0,,,12.0
ETWA.JK,0.00044347234133690995,"{'beta': array([0.057]), 'alpha': array([0.])}",0.21,"{'net_income': 72397812981.0, 'roa': 0.06857989590035926, 'percent_shares_outstanding': 24.153976996187914}",-87.42081979686273,15.507160224505842,4.5140437698824805,-3.648180842838706,,-26.954324585286276,
EURO.JK,0.002376026436191882,,0.72,{},,,0.0,0.0,,,0.0
EXCL.JK,7.91358560499365e-05,"{'beta': array([0.04]), 'alpha': array([0.])}",0.05,"{'net_income': 371598000000.0, 'roa': 0.0054852625803868005, 'op_revenue_v_net_income_margin': 25637497000000.0, 'lt_debt_decreased_percent': 6.763443805723135, 'current_ratio': 0.7175079585816753}",-2.7844569326886957,28.427237815955426,85.83317224828981,2.3993914435480828,,1.9417405718216394,21.130327868852454
FAPA.JK,0.0011696190634833238,,1.53,"{'op_revenue_v_net_income_margin': 2737661986029.0, 'current_ratio': 0.6541759133678424}",-22.803743274147756,-33.15293190123443,-159.86519731615826,1.2924967457644585,,-4.649079347592325,0.0
FAST.JK,-0.00018340724853683525,"{'beta': array([-0.06]), 'alpha': array([-0.])}",-0.19,"{'op_revenue_v_net_income_margin': 5217548477000.0, 'lt_debt_decreased_percent': 39.32816762814349, 'current_ratio': 0.6320373232149213}",-0.004797818267345441,-94.60197752758164,-7.452275506550104,0.7418565327443655,,-27.60502698093178,148.93828368794323
FASW.JK,-0.00013399944877993825,"{'beta': array([0.046]), 'alpha': array([-0.])}",-0.15,"{'net_income': 353299000000.0, 'roa': 0.030686845286094624, 'op_revenue_v_net_income_margin': 7556513000000.0, 'current_ratio': 0.5992624539609159}",-33.71354671709585,142.5805799111874,38.574678286663705,1.3785942941230147,,7.657591755353447,17.4
FILM.JK,0.005141679208923998,"{'beta': array([0.17]), 'alpha': array([0.005])}",1.62,"{'op_revenue_v_net_income_margin': 179325803173.0, 'current_ratio': 0.016251264641741578}",-52.02120716216279,-5.988714747690401,-719.6869748491841,0.0007508372528232522,,-4.307394322179343,0.2552204176334107
FIMP.JK,-0.00046647765880628874,,-0.23,{},,,0.0,0.0,,,0.0
FIRE.JK,0.0016322135161147752,"{'beta': array([0.314]), 'alpha': array([0.001])}",0.42,"{'net_income': 13830828934.0, 'roa': 0.02737140872305154, 'op_revenue_v_net_income_margin': 1055174677861.0, 'current_ratio': 0.30151198347737607, 'percent_shares_outstanding': 89.34788887180665}",27.08839101618974,9.37454515101399,11.413887103464047,0.1127439947727356,,3.9195184983885865,0.0
FISH.JK,0.0014467083520075742,"{'beta': array([-0.258]), 'alpha': array([0.002])}",0.61,"{'net_income': 19571108.0, 'roa': 0.04190673159011585, 'op_revenue_v_net_income_margin': 970180448.0, 'lt_debt_decreased_percent': 38.19665302942714, 'current_ratio': 0.7097828111629435}",-27.041600277483706,0.040773141666666665,136119.0178910668,1.3530380319072939,,15.271626750673494,
FITT.JK,0.003912359144112977,"{'beta': array([0.017]), 'alpha': array([0.004])}",1.22,{},,,0.0,0.0,,,0.0
FLMC.JK,-0.0023144613365818855,,-1.04,{},,,0.0,0.0,,,0.0
FMII.JK,0.0013716402871296065,"{'beta': array([-0.175]), 'alpha': array([0.001])}",0.35,"{'op_revenue_v_net_income_margin': 52801572521.0, 'current_ratio': 0.28198294275340396}",-2.6877390529765517,-0.2313708759375,-860.0909651816147,0.10419524286499583,,-0.2369615938294759,0.0
FOLK.JK,-0.004677656539989756,,-2.57,{},,,0.0,0.0,,,0.0
FOOD.JK,0.000613593393108558,"{'beta': array([-0.067]), 'alpha': array([0.001])}",0.23,{},,,0.0,0.0,,,0.0
