,Average Daily Returns,Beta Alpha,Sharpe Ratio,Piotroski F-Score,Revenue Growth,Earning per Share,Price to Earning,Debt to Equity,Free Cash Flow,Return on Equity,Dividend Yield
KETR.JK,-0.0005386783220532384,,-0.23,{},,,0.0,0.0,,,0.0
KIAS.JK,-0.0009267983126260961,"{'beta': array([0.034]), 'alpha': array([-0.001])}",-0.48,"{'op_revenue_v_net_income_margin': 491509675587.0, 'lt_debt_decreased_percent': 97.85821226844476, 'current_ratio': 0.16558665463808503}",-20.86903415449815,-127.85484753411765,-0.10949917246011455,0.04473330121407984,,-6.846871048111892,23.57142857142857
KICI.JK,0.00019356442330163465,"{'beta': array([0.06]), 'alpha': array([0.])}",0.07,{},,,0.0,0.0,,,13.986013986013987
KIJA.JK,3.1112238926835954e-05,"{'beta': array([0.015]), 'alpha': array([0.])}",0.02,"{'op_revenue_v_net_income_margin': 2443880405248.0, 'lt_debt_decreased_percent': 2.3552251411382468, 'current_ratio': 0.4868717862012588}",-3.7815463947827643,-67.13100475316352,-1.7428608499187765,0.8689948957660358,,-0.9124574827046282,4.004189743589744
KING.JK,0.0030061565012473876,,0.89,{},,,0.0,0.0,,,0.0
KINO.JK,-0.0009681429412737893,"{'beta': array([0.095]), 'alpha': array([-0.001])}",-0.61,"{'net_income': 113696602485.0, 'roa': 0.021638039244496855, 'op_revenue_v_net_income_margin': 3911274439654.0, 'lt_debt_decreased_percent': 61.19920455470733, 'current_ratio': 0.5025077796995217}",1.214964014934013,82.45935301467871,17.038697838799365,0.7975160311679873,,4.469743728704071,19.430604982206408
KIOS.JK,1.88917491271196e-05,"{'beta': array([-0.074]), 'alpha': array([0.])}",0.01,"{'op_revenue_v_net_income_margin': 954172413717.0, 'current_ratio': 0.7354242495688227}",169.15879484650065,-38.70117457237706,-1.2919504524725063,0.0,,-83.84497426027292,0.0
KJEN.JK,-0.001102017788408258,"{'beta': array([-0.121]), 'alpha': array([-0.001])}",-0.28,{},,,0.0,0.0,,,0.0
KKES.JK,-0.0019669795609355825,,-0.91,{},,,0.0,0.0,,,0.0
KKGI.JK,0.0011611485566602267,"{'beta': array([-0.059]), 'alpha': array([0.001])}",0.58,"{'op_revenue_v_net_income_margin': 79544470.0, 'current_ratio': 0.22484233190067046}",-45.34867907301422,-0.0015143077483757905,-237732.38985676935,0.06990362877871172,,-8.748477517107105,150.08333333333331
KLAS.JK,-0.004236161888165182,,-1.35,{},,,0.0,0.0,,,0.0
KLBF.JK,0.00022097593366786664,"{'beta': array([0.118]), 'alpha': array([0.])}",0.18,"{'net_income': 2733259864596.0, 'roa': 0.12113204602632645, 'op_revenue_v_net_income_margin': 20379395126628.0, 'current_ratio': 0.19004436711880532}",-11.989323332618227,59.090356352240526,24.20022636986143,0.062397631729951754,,15.70339659051651,29.895104895104897
KLIN.JK,-0.003229057844445871,,-1.35,{},,,0.0,0.0,,,0.0
KMDS.JK,0.0005421794609338436,,0.3,{},,,0.0,0.0,,,4.941860465116279
KMTR.JK,0.00048416808655985406,"{'beta': array([0.032]), 'alpha': array([0.])}",0.3,"{'net_income': 194795226968.0, 'roa': 0.037988362137359656, 'op_revenue_v_net_income_margin': 8602710231165.0, 'lt_debt_decreased_percent': 100.0, 'current_ratio': 0.5961143079657292}",-28.58561827807958,23.711070989784144,11.218388242125606,1.2333004787856932,,9.727413513656348,20.578947368421048
KOBX.JK,0.0013733889023382398,"{'beta': array([0.158]), 'alpha': array([0.001])}",0.54,{},,,0.0,0.0,,,3.2679738562091507
KOCI.JK,-0.005177385658185932,,-2.24,{},,,0.0,0.0,,,0.0
KOIN.JK,0.0003561938363509759,"{'beta': array([-0.234]), 'alpha': array([0.])}",0.15,"{'net_income': 41119888301.0, 'roa': 0.06084049890366567, 'op_revenue_v_net_income_margin': 1405354951331.0, 'current_ratio': 0.8126893411584538}",-43.97083871378286,41.922963243354886,1.7412891253952825,0.148359092863658,,32.48182547494086,0.0
KOKA.JK,-0.007761017443802573,,-1.84,{},,,0.0,0.0,,,0.0
KONI.JK,0.0026238526047183126,"{'beta': array([-0.073]), 'alpha': array([0.003])}",0.64,"{'net_income': 49807916.0, 'roa': 0.0004388673136730889, 'op_revenue_v_net_income_margin': 95638354715.0, 'current_ratio': 0.4274609413285824, 'percent_shares_outstanding': 39.682539682539684}",-23.64765341283472,0.1596407564102564,6389.345822057683,0.0,,0.07665319194900612,0.0
KOPI.JK,0.0004512982034576882,"{'beta': array([0.11]), 'alpha': array([0.])}",0.15,{},,,0.0,0.0,,,0.0
KOTA.JK,-0.0021393136226889346,"{'beta': array([-0.027]), 'alpha': array([-0.002])}",-0.84,"{'op_revenue_v_net_income_margin': 36150356884.0, 'lt_debt_decreased_percent': 1.4597494846780104, 'current_ratio': 0.19126701830981374, 'percent_shares_outstanding': 0.06322180539043402}",-44.33217327574988,-2.7913414160096486,-17.912534709379017,0.16540166235489176,,-2.3146034854471003,0.0
KPAL.JK,-0.0003495735144785562,"{'beta': array([-0.014]), 'alpha': array([-0.])}",-0.55,{},,,0.0,0.0,,,
KPAS.JK,0.0005440708165125719,"{'beta': array([0.046]), 'alpha': array([0.001])}",0.34,{},,,0.0,0.0,,,
KPIG.JK,-0.00022490218475626099,"{'beta': array([0.04]), 'alpha': array([-0.])}",-0.11,"{'net_income': 310349134106.0, 'roa': 0.01054618819234463, 'op_revenue_v_net_income_margin': 367689875487.0, 'current_ratio': 0.20893138668929714}",-3.1338718395556486,3.181204913433434,18.86077811166297,0.2577685343694798,,1.3481340626412706,87.66666666666667
KRAH.JK,-0.00011118545167059601,"{'beta': array([0.008]), 'alpha': array([-0.])}",-0.18,{},,,0.0,0.0,,,
KRAS.JK,-0.0004202673672047328,"{'beta': array([0.032]), 'alpha': array([-0.])}",-0.24,"{'net_income': 23675000.0, 'roa': 0.006790771663995773, 'op_revenue_v_net_income_margin': 1329982000.0, 'current_ratio': 0.8473448871584571, 'percent_shares_outstanding': 21.57384025400747}",-36.050278917889294,0.0012237419333743645,127477.85766386482,2.779979207584096,,4.107647250695741,13.461538461538462
KREN.JK,-0.0006826687148960035,"{'beta': array([0.03]), 'alpha': array([-0.001])}",-0.3,"{'op_revenue_v_net_income_margin': 11481255505079.0, 'current_ratio': 0.17578574132126207}",-10.00792935507862,-16.931058040845887,-2.9531527137510167,0.18547683033332668,,-29.322079516479917,47.96
KRYA.JK,-0.0001673390893681308,,-0.04,{},,,0.0,0.0,,,0.0
KUAS.JK,-0.002503923115396342,,-1.36,{},,,0.0,0.0,,,0.0
LABA.JK,-0.0009773760464552113,,-0.36,{},,,0.0,0.0,,,0.0
LAJU.JK,-0.002332388898390065,,-0.63,{},,,0.0,0.0,,,0.0
LAND.JK,-0.0011466893357369194,"{'beta': array([-0.052]), 'alpha': array([-0.001])}",-0.35,"{'op_revenue_v_net_income_margin': 45174900100.0, 'lt_debt_decreased_percent': 7.869016241200131, 'current_ratio': 0.3550311488613945}",-36.07036792159248,-6.427056679868434,-3.111844347451657,0.25256088096788354,,-3.6823041191701202,0.0
LAPD.JK,-0.0018916898050915804,"{'beta': array([0.042]), 'alpha': array([-0.002])}",-1.16,{'op_revenue_v_net_income_margin': 69081087061.0},,,0.0,0.0,,39.01901168023151,37.5
LCGP.JK,0.0,"{'beta': array([0.]), 'alpha': array([0.])}",,"{'op_revenue_v_net_income_margin': 4777280836.0, 'current_ratio': 0.02430679841352081}",,,0.0,0.0,,-0.17402190369201362,
LCKM.JK,0.0002502108074304255,"{'beta': array([0.016]), 'alpha': array([0.])}",0.13,{},,,0.0,0.0,,,1.0135135135135136
LEAD.JK,0.0007281345039542633,"{'beta': array([-0.068]), 'alpha': array([0.001])}",0.37,{},,,0.0,0.0,,,113.33333333333333
LFLO.JK,-0.0002930835764327854,,-0.12,{},,,0.0,0.0,,,0.0
LIFE.JK,-1.1573389711571423e-05,"{'beta': array([0.001]), 'alpha': array([-0.])}",-0.01,"{'net_income': 330939000000.0, 'roa': 0.020882652189397534, 'op_revenue_v_net_income_margin': 4020264000000.0, 'current_ratio': 0.49220416069203354}",7.72354935877646,157.59,38.2321213274954,6.822144457231305e-05,,4.112411046505776,
LINK.JK,-0.0005000387158813082,"{'beta': array([0.073]), 'alpha': array([-0.001])}",-0.31,"{'net_income': 941707000000.0, 'roa': 0.12073471599218595, 'op_revenue_v_net_income_margin': 3106257000000.0, 'lt_debt_decreased_percent': 93.02779554138574, 'current_ratio': 0.40732939024229203}",-9.338081479988354,342.24228728776177,3.214097266347176,1.4872299300250438,,20.371314581422027,74.82636363636365
LION.JK,0.0016480711470134013,"{'beta': array([0.209]), 'alpha': array([0.002])}",0.53,{},,,0.0,0.0,,,402.0833333333333
LIVE.JK,,,,{},,,0.0,0.0,,,0.0
LMAS.JK,0.0003429380476765267,"{'beta': array([-0.067]), 'alpha': array([0.])}",0.14,{},,,0.0,0.0,,,
LMAX.JK,-0.003078625260377737,,-0.98,{},,,0.0,0.0,,,0.0
LMPI.JK,0.0008477823955266208,"{'beta': array([0.003]), 'alpha': array([0.001])}",0.38,{},,,0.0,0.0,,,0.0
LMSH.JK,0.0012591165231233916,"{'beta': array([-0.324]), 'alpha': array([0.001])}",0.45,{},,,0.0,0.0,,,228.26086956521738
LOPI.JK,-0.005819029129727548,,-2.23,{},,,0.0,0.0,,,0.0
LPCK.JK,8.589634518974593e-05,"{'beta': array([-0.049]), 'alpha': array([0.])}",0.05,"{'op_revenue_v_net_income_margin': 5456692000000.0, 'current_ratio': 0.32310153638484007}",-0.14552533148975397,-1363.686679149166,-0.42165110856604915,0.131165525788152,,-57.621884153384606,9.73913043478261
LPGI.JK,0.0008422573251131712,"{'beta': array([-0.001]), 'alpha': array([0.001])}",0.53,"{'net_income': 92908485040.0, 'roa': 0.03299801037962618, 'op_revenue_v_net_income_margin': 1232476448935.0, 'current_ratio': 0.6941731483922684}",-25.859049097557897,309.69495013333335,12.593037110617813,0.0027639775653146873,,10.789768853243478,59.82051282051282
LPIN.JK,0.0012167178547926526,"{'beta': array([-0.169]), 'alpha': array([0.001])}",0.47,{},,,0.0,0.0,,,35.670731707317074
LPKR.JK,-0.0004150759761751756,"{'beta': array([-0.066]), 'alpha': array([-0.])}",-0.22,"{'op_revenue_v_net_income_margin': 20702055000000.0, 'lt_debt_decreased_percent': 13.441534022601049, 'current_ratio': 0.545484684611036, 'percent_shares_outstanding': 0.1945517819696197}",-26.815179151063994,-125.44053486708385,-0.5580333348719506,1.050780717198155,,-45.64810466487989,107.43762857142858
LPLI.JK,0.0020080814104829,"{'beta': array([-0.042]), 'alpha': array([0.002])}",0.8,"{'op_revenue_v_net_income_margin': 36054000000.0, 'current_ratio': 0.20951093726776285}",140.53140096618358,-133.71367106505303,-1.705136043187953,0.0,,-2.8564935618311753,0.0
LPPF.JK,0.000817368367484573,"{'beta': array([0.048]), 'alpha': array([0.001])}",0.38,"{'op_revenue_v_net_income_margin': 5712239000000.0, 'current_ratio': 0.9080374751110685}",-13.371291493427737,-625501.2643538185,-0.0027657817794935987,6.195820837378983,,-150.2588114634205,132.85242774566476
LPPS.JK,7.773328699712017e-05,"{'beta': array([0.143]), 'alpha': array([0.])}",0.05,"{'net_income': 15645276591.0, 'roa': 0.01423841857044983, 'current_ratio': 0.0036927231756863363}",-66.66666666666666,14.104373147613332,4.892099725231377,0.0,,1.4291191986305847,0.0
LRNA.JK,0.0012801943411849654,"{'beta': array([-0.032]), 'alpha': array([0.001])}",0.48,{},,,0.0,0.0,,,0.0
LSIP.JK,0.0002008529305267916,"{'beta': array([0.04]), 'alpha': array([0.])}",0.16,"{'net_income': 696011000000.0, 'roa': 0.063721002366795, 'op_revenue_v_net_income_margin': 2840710000000.0, 'lt_debt_decreased_percent': 100.0, 'current_ratio': 0.14792880718732251}",-21.848589086709833,102.05500026313352,8.769780977829372,0.0009045779291151364,,7.480054577742547,110.50279329608938
LTLS.JK,0.0013622834906172388,"{'beta': array([-0.029]), 'alpha': array([0.001])}",0.91,"{'net_income': 75218000000.0, 'roa': 0.013640455453171843, 'op_revenue_v_net_income_margin': 5517120000000.0, 'lt_debt_decreased_percent': 4.907505687018989, 'current_ratio': 0.5857543579167884}",-15.721484176730648,48.44990999954818,24.148651669547185,0.5534000955594444,,3.708870115583536,40.90693162393162
LUCK.JK,-0.0007978459833554011,"{'beta': array([0.044]), 'alpha': array([-0.001])}",-0.29,{},,,0.0,0.0,,,7.352941176470589
LUCY.JK,0.0011505692905263375,,0.49,{},,,0.0,0.0,,,0.0
MABA.JK,0.0,"{'beta': array([0.]), 'alpha': array([0.])}",,{},,,0.0,0.0,,,
MAGP.JK,0.0,"{'beta': array([0.]), 'alpha': array([0.])}",,"{'op_revenue_v_net_income_margin': 375321639142.0, 'current_ratio': 0.859316700494476}",,-23.44021184982094,-2.1330865232936,2.2716622062215306,,-133.60094824005148,
MAHA.JK,0.0019107773972340553,,0.63,"{'net_income': 135784035000.0, 'roa': 0.17271653435382867, 'op_revenue_v_net_income_margin': 861750690000.0, 'lt_debt_decreased_percent': 43.94361263742463, 'current_ratio': 0.35937644254104273}",-24.394717161421823,8.147367806996925,23.565893248996467,0.43405112187896616,,26.960690462104036,0.0
MAIN.JK,-0.0008147574014552078,"{'beta': array([-0.062]), 'alpha': array([-0.001])}",-0.51,"{'op_revenue_v_net_income_margin': 7039409087000.0, 'lt_debt_decreased_percent': 9.490055920204957, 'current_ratio': 0.5755609967843202}",-23.328627819627545,-17.348375581338704,-31.126833602845622,1.2300901523694965,,-1.9556837980490547,95.4814814814815
MAMI.JK,0.0,"{'beta': array([0.]), 'alpha': array([0.])}",,{},,,0.0,0.0,,,
MANG.JK,0.01165570087777858,,2.54,{},,,0.0,0.0,,,0.0
MAPA.JK,0.0019508204215103752,"{'beta': array([0.017]), 'alpha': array([0.002])}",1.06,"{'net_income': 2078000000.0, 'roa': 0.00038624312759536145, 'op_revenue_v_net_income_margin': 4779402000000.0, 'current_ratio': 0.44042738787192864}",-20.862654464530134,0.07290204752575609,13922.791395418673,0.5861457459914861,,0.06933176919794354,0.0
MAPB.JK,0.0006076106296349782,"{'beta': array([-0.053]), 'alpha': array([0.001])}",0.33,"{'op_revenue_v_net_income_margin': 2209103000000.0, 'current_ratio': 0.5751651776966863}",-15.920033988886162,-69.01278469699004,-27.74848179809098,0.48298880350760726,,-15.90127521285711,0.0
MAPI.JK,0.0014275392371117437,"{'beta': array([0.082]), 'alpha': array([0.001])}",0.83,"{'op_revenue_v_net_income_margin': 15401114000000.0, 'current_ratio': 0.6274979890514868}",-19.411871696630712,-33.4781980389616,-57.798809773096686,1.2379531311787664,,-10.205051658701477,10.37467700258398
MARI.JK,0.0007376797033702824,"{'beta': array([0.098]), 'alpha': array([0.001])}",0.25,{},,,0.0,0.0,,,14.03921568627451
MARK.JK,0.0010607212722642926,"{'beta': array([-0.019]), 'alpha': array([0.001])}",0.5,"{'net_income': 144026946166.0, 'roa': 0.20011334167339373, 'op_revenue_v_net_income_margin': 421412742726.0, 'lt_debt_decreased_percent': 100.0, 'current_ratio': 0.4310724427113222}",-52.62367089301658,37.90182793842105,22.69019851489059,0.14104215499846948,,35.41266566158882,3.7209302325581395
MASA.JK,0.0031118300829067473,"{'beta': array([0.172]), 'alpha': array([0.003])}",1.05,"{'net_income': 35354299.0, 'roa': 0.07603628090979925, 'op_revenue_v_net_income_margin': 283977965.0, 'current_ratio': 0.4927123957547028}",-31.060268349322186,0.0038499934617963307,1212989.0729271707,0.012645551414869236,,14.989033537685263,0.2569593147751606
MASB.JK,-0.00021870544539803958,,-0.26,"{'net_income': 108191656140.0, 'operating_cashflow': 7210593767099.0, 'roa': 0.0050233066018612925, 'op_revenue_v_net_income_margin': 358977279318.0, 'lt_debt_decreased_percent': 4.063803678400082, 'current_ratio': 0.9122552753686111}",-32.82888072431678,77.16896268550396,46.00295088153182,0.01556675605124546,7212697346758.0,5.724910099113019,
MAXI.JK,-0.0028884829779686405,,-1.71,{},,,0.0,0.0,,,0.0
MAYA.JK,-0.0022382622151856436,"{'beta': array([0.259]), 'alpha': array([-0.002])}",-0.99,"{'net_income': 64164000000.0, 'operating_cashflow': 446415000000.0, 'roa': 0.0006935297202896409, 'op_revenue_v_net_income_margin': 174415000000.0, 'current_ratio': 0.8604112441872813}",-48.837264161058854,93.02190828602347,3.0315439147185335,0.29159185161953144,561787000000.0,0.49683781208002553,60.99390070921986
MBAP.JK,0.0014479728006215255,"{'beta': array([0.13]), 'alpha': array([0.001])}",0.85,"{'net_income': 27467417.0, 'roa': 0.15094218155384306, 'op_revenue_v_net_income_margin': 173739870.0, 'current_ratio': 0.2404362266682688}",-35.06093300517183,0.022380907739866108,181851.4265509567,0.0,,19.872290691567358,51.10737100737101
MBMA.JK,-0.0011357866898669391,,-0.59,"{'net_income': 21664301.0, 'roa': 0.008946394289669207, 'op_revenue_v_net_income_margin': 434073184.0, 'current_ratio': 0.3560412091922227}",,-1.9332377083206434e-07,-2793241605.3951526,52.09778704711882,,-0.19220973342798667,0.0
MBSS.JK,0.0018966223463576751,"{'beta': array([0.001]), 'alpha': array([0.002])}",0.9,"{'op_revenue_v_net_income_margin': 69852059.0, 'current_ratio': 0.19528881541356097}",-25.26022260595863,-0.00856512540420794,-123173.91167229047,0.09286543791981487,,-10.348814338842455,26.380189573459717
MBTO.JK,0.0014022994946507924,"{'beta': array([-0.025]), 'alpha': array([0.001])}",0.48,{},,,0.0,0.0,,,21.052631578947366
MCAS.JK,0.0015862502319689425,"{'beta': array([0.03]), 'alpha': array([0.002])}",0.72,"{'net_income': 25638796168.0, 'roa': 0.01397070108806094, 'op_revenue_v_net_income_margin': 11308798141740.0, 'current_ratio': 0.2742323049068106}",-10.579474885928668,29.54006404217896,63.47311899265925,0.6160428265820383,,5.365681872810632,0.0
MCOL.JK,0.002562231619368001,,1.57,"{'net_income': 40884566.0, 'roa': 0.1289213064537329, 'op_revenue_v_net_income_margin': 258095430.0, 'current_ratio': 0.47913040194167356, 'percent_shares_outstanding': 3.571471619878741}",-56.87464529636886,0.011498770021015334,517446.6476958567,0.47670961630097763,,27.589199829403338,3.546218487394958
MCOR.JK,-0.00038927581337941413,"{'beta': array([0.036]), 'alpha': array([-0.])}",-0.27,"{'net_income': 49979000000.0, 'roa': 0.001980497926478626, 'op_revenue_v_net_income_margin': 600821000000.0, 'lt_debt_decreased_percent': 4.6844135076662585, 'current_ratio': 0.7615779915122197, 'percent_shares_outstanding': 31.137953911989662}",-20.417721364197757,1.3180220674697136,56.144735225914886,0.09324621625484733,-2385996000000.0,0.830669089250681,0.0
MDIA.JK,0.0004355974205736138,"{'beta': array([0.132]), 'alpha': array([0.])}",0.22,"{'net_income': 100881726000.0, 'roa': 0.015297632681516082, 'op_revenue_v_net_income_margin': 1181164211000.0, 'lt_debt_decreased_percent': 95.49649733636686, 'current_ratio': 0.6146716683260884}",-5.331535477709692,2.5724961462912637,19.436375083431862,0.7001439529660727,,4.001200617284104,7.200000000000001
MDKA.JK,0.001156223377810623,"{'beta': array([0.038]), 'alpha': array([0.001])}",0.59,"{'net_income': 36196133.0, 'roa': 0.03893704231488072, 'op_revenue_v_net_income_margin': 285664752.0, 'lt_debt_decreased_percent': 15.990844789383868, 'current_ratio': 0.3936727020230249, 'percent_shares_outstanding': 0.9925240494399116}",-15.512442076432187,0.001505368481615063,1600936.9330055232,2.7489353048946032,,6.76576455339889,0.0
MDKI.JK,0.0006825955620435872,"{'beta': array([0.007]), 'alpha': array([0.001])}",0.47,{},,,0.0,0.0,,,22.57145
MDLN.JK,0.00031404925084998743,"{'beta': array([0.035]), 'alpha': array([0.])}",0.16,"{'op_revenue_v_net_income_margin': 2495387888203.0, 'lt_debt_decreased_percent': 98.30158595944164, 'current_ratio': 0.7158116465288622}",-63.58203725474972,-319.0845113181198,-0.16610019640583631,1.491385231559846,,-41.79605319090433,69.81132075471697
MDRN.JK,-0.0020400483909501664,"{'beta': array([0.045]), 'alpha': array([-0.002])}",-0.96,{'op_revenue_v_net_income_margin': 295009369654.0},11.67011343779452,-41.28605778671566,-0.12110625882059432,-0.7864733686314943,,38.62093938615087,310.76
MEDC.JK,0.0018484118413505354,"{'beta': array([0.01]), 'alpha': array([0.002])}",0.84,"{'op_revenue_v_net_income_margin': 1292728230.0, 'lt_debt_decreased_percent': 7.6681138654238605, 'current_ratio': 0.7968116235167403, 'percent_shares_outstanding': 8.755705211887427}",-12.15580648501236,-0.007704075888361146,-183020.0040124401,3.099265988183194,,-19.140062723560067,0.0
MEDS.JK,-0.001575769643182966,,-0.41,{},,,0.0,0.0,,,0.0
MEGA.JK,0.0006336728772600589,"{'beta': array([-0.044]), 'alpha': array([0.001])}",0.39,"{'net_income': 3008311000000.0, 'roa': 0.02681140703509034, 'op_revenue_v_net_income_margin': 3282177000000.0, 'current_ratio': 0.837720860308}",-15.524119417336221,256.2248984156952,19.611677206512226,1.0333610618348377,-454245000000.0,16.521782828019322,22.832915422885574
MEJA.JK,,,,{},,,0.0,0.0,,,0.0
MENN.JK,-0.007759114025347568,,-2.01,{},,,0.0,0.0,,,0.0
MERK.JK,0.0005380776849781105,"{'beta': array([-0.057]), 'alpha': array([0.001])}",0.58,"{'net_income': 71902263000.0, 'roa': 0.07732248856939128, 'op_revenue_v_net_income_margin': 583944862000.0, 'current_ratio': 0.34113094330254146}",-38.383096595599255,160.49612276785714,24.299652432358073,0.026196637962998894,,11.735638179301604,1415.6733333333334
META.JK,0.0015315050683144503,"{'beta': array([0.235]), 'alpha': array([0.001])}",0.67,"{'net_income': 69392144520.0, 'roa': 0.011868633866177782, 'op_revenue_v_net_income_margin': 1500727161441.0, 'lt_debt_decreased_percent': 25.083380345338213, 'current_ratio': 0.4261519457455192}",85.85923885093455,4.005249298627545,59.422019019279034,2.716410105541283,,2.6717229067283115,
MFIN.JK,0.0016837007909540058,"{'beta': array([-0.104]), 'alpha': array([0.002])}",1.25,"{'net_income': 174397000000.0, 'roa': 0.041420598979715194, 'op_revenue_v_net_income_margin': 1347227000000.0, 'lt_debt_decreased_percent': 53.4846558649088, 'current_ratio': 0.4454265908194318}",-12.840425915816954,65.81019185800172,48.47273514842572,1.3539896594768588,,7.468911832775725,14.343887147335424
MFMI.JK,0.00045322071359750834,"{'beta': array([0.013]), 'alpha': array([0.])}",0.22,{},,,0.0,0.0,,,
MGLV.JK,-0.00023562361343549017,,-0.08,{},,,0.0,0.0,,,0.0
MGNA.JK,-0.0017884660086859652,"{'beta': array([0.04]), 'alpha': array([-0.002])}",-1.62,{},,,0.0,0.0,,,0.0
MGRO.JK,-9.775355936616025e-05,"{'beta': array([-0.048]), 'alpha': array([-0.])}",-0.1,"{'op_revenue_v_net_income_margin': 4158314596261.0, 'lt_debt_decreased_percent': 4.996581695870479, 'current_ratio': 0.5652526356282924}",-43.84673884516743,-14.6791383636144,-40.53371425906329,2.826977959044797,,-9.1537664339282,1.1764705882352942
MICE.JK,0.0008831061643718264,"{'beta': array([-0.159]), 'alpha': array([0.001])}",0.56,"{'net_income': 2697762418.0, 'roa': 0.0026969967550313, 'op_revenue_v_net_income_margin': 651587551151.0, 'current_ratio': 0.31948148583316155}",-15.105950032725982,4.557770209358274,107.94752201192536,0.4250742532254148,,0.39632612219523367,40.447154471544714
MIDI.JK,0.001922738137376173,"{'beta': array([0.046]), 'alpha': array([0.002])}",0.85,"{'net_income': 200272000000.0, 'roa': 0.03380863930659472, 'op_revenue_v_net_income_margin': 12459433000000.0, 'current_ratio': 0.7638798972195217}",-6.804538798336518,5.989837117010284,71.78826261883837,0.49615429747973444,,14.323702282815018,30.92790697674419
MIKA.JK,0.0005005740606738539,"{'beta': array([-0.024]), 'alpha': array([0.001])}",0.34,"{'net_income': 841673247185.0, 'roa': 0.13208354286206136, 'op_revenue_v_net_income_margin': 2577669500161.0, 'current_ratio': 0.13420431129583987}",-21.446215505944654,60.51937769177637,43.95286437919622,0.0,,17.107518132150684,5.7894736842105265
MINA.JK,0.0005133427923310669,"{'beta': array([-0.114]), 'alpha': array([0.001])}",0.24,"{'op_revenue_v_net_income_margin': 13538301715.0, 'current_ratio': 0.042701216701802144}",-6.5040378756995905,-1.4917882276248884,-33.516821673546914,0.04232079855126209,,-8.831951780672624,0.0
MIRA.JK,-0.0017919221485057425,"{'beta': array([0.151]), 'alpha': array([-0.002])}",-0.96,"{'op_revenue_v_net_income_margin': 104995437397.0, 'current_ratio': 0.32071858798987307}",1.5833168642876074,-4.552889997310642,-1.537484982974517,0.2404785627884145,,-8.426847268100381,0.0
MITI.JK,0.0014510003059639539,"{'beta': array([-0.231]), 'alpha': array([0.002])}",0.48,"{'net_income': 2293238800.0, 'roa': 0.04149965820976065, 'lt_debt_decreased_percent': 100.0, 'current_ratio': 0.0627995526294185, 'percent_shares_outstanding': 62.3383039398497}",-100.0,0.6476721639610568,239.3186068890863,0.21132528990717175,,4.428045070421433,0.0
MKAP.JK,,,,{},,,0.0,0.0,,,0.0
MKNT.JK,-0.0018470469479487238,"{'beta': array([0.259]), 'alpha': array([-0.002])}",-0.47,"{'op_revenue_v_net_income_margin': 3503499449146.0, 'current_ratio': 0.9142837623617759, 'percent_shares_outstanding': 7.735085942134204}",71.1888114725781,-9.264371481149254,-0.21588080789609032,6.512981848868341,,-115.70308195444304,0.0
MKPI.JK,0.0008484575129118858,"{'beta': array([-0.007]), 'alpha': array([0.001])}",0.65,"{'net_income': 231273751285.0, 'roa': 0.03033926762569254, 'op_revenue_v_net_income_margin': 988520198063.0, 'lt_debt_decreased_percent': 3.446925307581167, 'current_ratio': 0.26441571964596255}",-7.451242233667841,243.90974335163045,109.46672171889487,0.052562921720082346,,4.1243426539806896,9.62883895131086
MKTR.JK,0.0008696207011345397,,0.32,"{'op_revenue_v_net_income_margin': 227704227000.0, 'current_ratio': 0.6699833857588563}",-55.558526646592114,-0.0004821626345012752,-257174.6359571379,2.778712927666011,,-0.0023424068374377875,0.0
MLBI.JK,-0.00030607582243433727,"{'beta': array([0.009]), 'alpha': array([-0.])}",-0.39,"{'net_income': 285666000000.0, 'roa': 0.09825395324041034, 'op_revenue_v_net_income_margin': 1699343000000.0, 'lt_debt_decreased_percent': 25.214033298116505, 'current_ratio': 0.5069843590118404}",-19.75485117118982,135.57949279682603,51.814620744505824,0.2680009558598166,,19.93510028053427,2495.4021352313166
MLIA.JK,0.0021399680077732537,"{'beta': array([-0.03]), 'alpha': array([0.002])}",0.95,"{'net_income': 55089347000.0, 'roa': 0.009590721319883073, 'op_revenue_v_net_income_margin': 3681023433000.0, 'current_ratio': 0.5213051734941366}",-16.044697116440844,8.32794353242806,48.75153132572074,0.3685621978378995,,2.0035147214538784,0.0
MLPL.JK,0.0010365841294348293,"{'beta': array([0.265]), 'alpha': array([0.001])}",0.38,"{'op_revenue_v_net_income_margin': 11070482000000.0, 'lt_debt_decreased_percent': 14.842538151484897, 'current_ratio': 0.7472732819186035}",-0.317803237255548,-1694.8574243865291,-0.035991228006733114,0.6412525616471588,,-23.549440626737976,80.57377049180327
MLPT.JK,0.0016052090265523719,"{'beta': array([0.042]), 'alpha': array([0.002])}",0.72,"{'net_income': 172535000000.0, 'roa': 0.0713602685414273, 'op_revenue_v_net_income_margin': 2513262000000.0, 'current_ratio': 0.6351963477571778}",-10.376221408154045,92.01866352576295,16.518388137363434,0.3162560209582347,,21.200920609135558,30.020394736842103
MMIX.JK,-0.0018414217906296524,,-0.67,{},,,0.0,0.0,,,0.0
MMLP.JK,0.001184021740369246,"{'beta': array([-0.]), 'alpha': array([0.001])}",0.57,"{'op_revenue_v_net_income_margin': 488635481000.0, 'lt_debt_decreased_percent': 12.78085744308223, 'current_ratio': 0.14324508300443392}",6.382259564040929,-22.043230473614475,-13.97254365092598,0.35368116089290585,,-3.829424683134519,0.0
