,Average Daily Returns,beta,alpha,Sharpe Ratio,net_income,operating_cashflow,roa,op_revenue_v_net_income_margin,current_ratio,Revenue Growth,Earning per Share,Price to Earning,Debt to Equity,Free Cash Flow,Return on Equity,Dividend Yield,lt_debt_decreased_percent,percent_shares_outstanding,gross_margin
MNCN.JK,-0.000809010648886942,[-0.022],[-0.001],-0.57,1747519000000.0,,0.09234779359871607,6208719000000.0,0.23575926631995006,-20.53996452569091,132.11555978263226,2.5583663313852383,0.10840098574174613,,12.342940003369108,108.57988165680474,,4.287930436110075,
MOLI.JK,-0.0003415817580512605,[-0.056],[-0.],-0.14,66091149000.0,,0.028992677729769562,1406550566000.0,0.39024378454186204,-8.648119382317793,24.262180640805408,13.766281149447106,0.43402577840666345,,5.484241605275878,5.34431137724551,,,
MORA.JK,2.5130933834645992e-05,,,0.02,578003431371.0,,0.043149002249282996,3187684703423.0,0.7605573023703024,-9.91334181969618,24.443302579378315,18.573594894783934,2.1718816765370987,,19.674990880103874,0.0,,,
MPIX.JK,,,,,,,,,,,,0.0,0.0,,,0.0,,,
MPMX.JK,0.0010810838761274482,[-0.006],[0.001],0.75,118331000000.0,,0.012848325888034078,11063340000000.0,0.3133560003987041,-6.142129943002036,27.101288390179356,38.19006628389856,0.0020810169481126233,,1.871191687443893,82.02898550724638,24.92925250114244,0.1317833335704431,
MPOW.JK,0.0009741249777388066,[0.1],[0.001],0.34,,,,,,,,0.0,0.0,,,0.0,,,
MPPA.JK,0.00025209680499374505,[0.148],[0.],0.08,,,,7151904000000.0,0.9590436648973919,1.372936920811958,-31.258002097894643,-1.5995903974735388,8.266604030428216,,-219.44590329025377,2861.8,8.763239653078235,0.17228981563696077,
MPRO.JK,0.0025522213925781097,[-0.141],[0.003],0.69,12800231000.0,,0.007230793198417245,114395257000.0,0.2269843830028484,89.96057969064778,1.2874257527609891,1359.301688852334,0.3344703081229132,,1.2961246556984198,0.0,,,
MPXL.JK,0.002962223168624465,,,0.74,,,,,,,,0.0,0.0,,,0.0,,,
MRAT.JK,0.002133710734027387,[0.092],[0.002],0.74,,,,325174709261.0,0.3883153081885798,-2.5661600172393393,-15.808901369158878,-24.037090948099078,0.40121979118167256,,-1.976269698054794,30.493421052631582,82.44719062928662,,
MREI.JK,-0.0006840516126179768,[-0.239],[-0.001],-0.28,105182858790.0,,0.025023606706544174,1889659747416.0,0.58228516244187,4.289478820672022,203.13728058757184,7.384168950481518,0.0,,5.990595606521121,32.64192666666666,,,
MSIE.JK,-0.009534761108151914,,,-3.26,,,,,,,,0.0,0.0,,,0.0,,,
MSIN.JK,0.004552875903100351,[0.235],[0.004],1.58,234871000000.0,,0.05742933717775144,1754313000000.0,0.34533621827700983,-35.45958485760405,19.354522789468476,149.83577903444868,0.10871707612133617,,8.805026495193001,0.43103448275862066,20.10288592600793,7.835502113294465,
MSJA.JK,0.0010022711954224162,,,0.22,14883141.0,,0.1520446144505682,58477905.0,0.36849674220197703,-5.824388403850896,0.0025301352006577614,118570.73879767719,0.2731874032309962,,24.62531139356846,0.0,,,
MSKY.JK,-0.0010429955715629629,[-0.14],[-0.001],-0.34,,,,2215459000000.0,0.42152021951509383,37.98627785662887,-20.065283290897078,-3.5882872400143935,0.08120877340857191,,-7.536211577987519,5.555555555555555,,,
MSTI.JK,-0.0016958259415096734,,,-2.36,312810316486.0,,0.16635614065045828,2584660260325.0,0.43062829911762535,-6.957133478523849,,0.0,0.0,,29.217493667607737,0.0,,,
MTDL.JK,0.0011096545132017858,[0.143],[0.001],0.71,364934000000.0,,0.06239678090648314,13656753000000.0,0.415978482382887,-24.20950210931145,29.72525676319275,20.01664795497268,0.3513149740907001,,15.622723057915561,31.059097478991593,,,
MTEL.JK,-0.00013743369615115933,,,-0.15,601964452000.0,,0.023806976716548696,5584765787000.0,0.677157244542698,-9.94004878228512,7.28595857581919,84.4089344730941,2.2530902769653935,,7.374170959117997,0.0,44.862506442457224,,
MTFN.JK,0.0,[0.],[0.],,,,,794808816802.0,,114.90427537446277,-348.24951586708204,-0.1435752175433999,-10.641718434914386,,275.0499926522132,0.0,,,
MTLA.JK,0.00022739087030682425,[0.003],[0.],0.16,272299000000.0,,0.045899667980506646,838351000000.0,0.3127772974654963,-7.374357212315504,35.57078665105255,10.964053278491658,0.22006217409388829,,7.1856921076638605,15.3345641025641,,,
MTMH.JK,-0.00022007155602559342,,,-0.15,15398102771.0,,0.019113108403110084,553378865494.0,0.9373320572073401,-42.148100189902664,7.443983125064084,171.95095401146287,11.334799984879403,,36.375497111500515,0.0,,,
MTPS.JK,-0.0016960479529348432,[0.062],[-0.002],-0.46,,,,155078888265.0,0.3599876196617001,129.34593792637614,-13.987583766983706,-0.3574598789393491,0.1737780834914168,,-8.594369071784946,0.0,,,
MTRA.JK,0.0,[0.],[0.],,,,,,,,,0.0,0.0,,,0.0,,,
MTSM.JK,0.0013141823301847004,[-0.195],[0.001],0.34,,,,,,,,0.0,0.0,,,4.545454545454546,,,
MTWI.JK,0.001471182670299618,[-0.045],[0.001],0.51,,,,,,,,0.0,0.0,,,0.0,,,
MUTU.JK,-0.0025320628652633266,,,-0.78,,,,,,,,0.0,0.0,,,0.0,,,
MYOH.JK,0.0007681508846472911,[-0.037],[0.001],0.84,22509492.0,,0.14896209361226134,150962316.0,0.14599499424451348,7.973406589583118,0.010202325667136747,194073.39704689913,0.0066313022747698045,,17.45329902360661,28.23872727272727,82.39824862384356,,
MYOR.JK,0.00026565734240155414,[0.114],[0.],0.21,2060631850945.0,,0.10419071153248234,22416321891706.0,0.43008632250239326,-12.283314216828842,92.16241767168049,27.560040894852598,0.38755636200933336,,18.71418371345714,48.125984251968504,,,
MYRX.JK,0.0,[0.],[0.],,,,,,,,,0.0,0.0,,,0.0,,,
MYTX.JK,0.0009876261976757177,[0.035],[0.001],0.36,,,,1499572000000.0,0.9913261889935223,-18.462203409339157,-207.80036609253438,-0.202117064516129,72.04989336597308,,-399.97120023039815,0.0,1.445564970521672,,
NANO.JK,-0.003079950174983443,,,-1.22,,,,,,,,0.0,0.0,,,0.0,,,
NASA.JK,-0.0016690078735116397,[-0.145],[-0.002],-0.75,,,,7184961752.0,0.05167431118502229,-84.45471813021558,-0.5930620525622365,-23.606298766739634,0.0,,-0.6045973564023084,0.0,100.0,,
NASI.JK,-0.0011408286777290226,,,-0.37,,,,,,,,0.0,0.0,,,0.0,,,
NATO.JK,0.00015336356185728902,[0.013],[0.],0.07,900703102.0,,0.0011136695373379648,727778076.0,0.00145298806071085,-9.837086238990693,0.11257226812265345,1385.776466989452,0.0,,0.1115326729836982,0.0,,0.0002299680803154682,
NAYZ.JK,-0.005581822938834945,,,-1.59,,,,,,,,0.0,0.0,,,0.0,,,
NCKL.JK,-0.0017933942778425146,,,-0.89,,,,,0.5839724057381589,-50.5219189507305,1.2766520923406877,685.3864143955809,2.2612572190221036,,2.054742719339294,0.0,,,
NELY.JK,0.0020509376341989577,[0.012],[0.002],0.9,,,,,,,,0.0,0.0,,,13.600000000000001,,,
NETV.JK,-0.0021941188939453298,,,-0.75,,,,1058877542682.0,0.9715735718408003,-8.91611273788838,-26.111028666295645,-1.417025750799314,14.975630836470904,,-792.4218263307272,0.0,,,
NFCX.JK,0.0015760899128414612,[0.19],[0.001],0.59,23949985980.0,,0.01705848776575617,7573316316298.0,0.2917512812860695,-14.501922747961416,36.155723059088395,42.455242770041906,0.2811274726544443,,5.207241585055221,0.0,,,
NICE.JK,0.0069877374835114045,,,0.85,,,,117353811466.0,0.9521582760353569,-60.03595951660117,-2.2708313689091812,-526.2389873423456,2.181596612531112,,-331.40566862613144,0.0,,,
NICK.JK,0.0003123627844591006,[0.057],[0.],0.14,,,,,,,,0.0,0.0,,,0.0,,,
NICL.JK,0.001907982264348373,,,0.56,45362083994.0,,0.10869143683888967,374084854860.0,0.16833284661715361,-62.95512483566793,4.265117580572328,37.748080084206194,0.019336858249405054,,13.08778001972841,0.0,,10.765292432496185,
NIKL.JK,-0.00016168012439477973,[0.072],[-0.],-0.07,2718077.0,,0.020603181920457476,142011733.0,0.6332382915312831,-31.32189468321863,0.0010771700250719399,473462.85927882104,1.2054691737812224,,5.617593506824563,3.231372549019608,,,
NINE.JK,-0.00552197691565016,,,-1.54,,,,,,,,0.0,0.0,,,0.0,,,
NIPS.JK,0.0,[0.],[0.],,,,,,,,,0.0,0.0,,,0.0,,,
NIRO.JK,0.00021558006125429186,[0.194],[0.],0.14,57560927379.0,,0.005425981186075769,471634216021.0,0.37885712393467186,-27.76977758937621,2.59296296080343,53.99228686113625,1.3431256847957072,,2.403880673194999,0.0,37.94227824236106,,
NISP.JK,0.0007070117428432371,[-0.055],[0.001],0.73,2101670000000.0,5285278000000.0,0.010187583738412349,7385696000000.0,0.8554061034274822,-2.2387261497764057,91.59479091729027,14.95718245852108,0.7311473597311468,5641522000000.0,7.045677001267181,0.8029197080291971,,,
NOBU.JK,0.000867150016955183,[-0.089],[0.001],0.37,53607000000.0,,0.003902115121531374,473810000000.0,0.8893680811103037,-10.412016700808882,7.168206264777841,104.62868565672395,3.2690140927325912,-808012000000.0,3.52711510447714,0.0,,,
NPGF.JK,-0.0006463214644940729,,,-0.25,,,,,,,,0.0,0.0,,,0.0,,,
NRCA.JK,0.00010129357115966845,[0.013],[0.],0.09,55123217206.0,,0.024813968161966522,2030616912096.0,0.48090183872324926,24.91605679665897,22.805705953644406,14.996247022353087,0.13069683885983074,,4.780207815222682,71.46783625730994,,,
NSSS.JK,0.002275651314763601,,,1.02,19433000000.0,,0.007053341599071992,727440000000.0,0.8862493049375206,-34.86331828637114,0.8168935811430313,237.48503413204344,6.719124437098349,,6.200820692163857,0.0,,,
NTBK.JK,-0.0016237621645828015,,,-0.89,,,,,,,,0.0,0.0,,,0.0,,,
NUSA.JK,0.0,[0.],[0.],,,,,,,,,0.0,0.0,,,0.0,,,
NZIA.JK,0.0004610454924746968,[-0.105],[0.001],0.12,,,,,,,,0.0,0.0,,,1.2987012987012987,,,
OASA.JK,0.0019406943284556641,[-0.23],[0.002],0.6,,,,,,,,0.0,0.0,,,0.0,,,
OBMD.JK,0.0016312517948314789,,,0.61,,,,,,,,0.0,0.0,,,0.0,,,
OCAP.JK,-0.000232629625773645,[-0.005],[-0.],-1.18,,,,,,,,0.0,0.0,,,0.0,,,
OILS.JK,-0.0010662007646144247,,,-0.44,,,,,,,,0.0,0.0,,,0.0,,,
OKAS.JK,0.0013913289981500473,[0.035],[0.001],0.42,,,,,,,,0.0,0.0,,,6.774193548387098,,,
OLIV.JK,-0.004923064846591016,,,-1.74,,,,,,,,0.0,0.0,,,0.0,,,
OMED.JK,-0.00030411684280502764,,,-0.15,685509984683.0,,0.4839182704582498,1309029572508.0,0.32897115326980036,-10.421119366137388,25.334086081762123,7.7760847328066545,0.2100445833691448,,73.01499158178012,0.0,5.365053386402194,,
OMRE.JK,0.002208673450051202,[0.074],[0.002],0.66,,,,296403480373.0,0.13982788238784236,-14.625952879571075,-75.94312689905637,-6.847229252111046,0.016805378929091102,,-6.328136666104195,0.0,,,
OPMS.JK,-9.721427780282546e-05,[0.092],[-0.],-0.04,,,,,,,,0.0,0.0,,,0.0,,,
PACK.JK,-0.003913297563817581,,,-1.14,,,,,,,,0.0,0.0,,,0.0,,,
PADA.JK,-0.0014415278687280595,,,-0.42,,,,,,,,0.0,0.0,,,0.0,,,
PADI.JK,-0.0015458040503520782,[0.098],[-0.002],-0.74,,,,80114150368.0,0.11890173410331362,-44.426020186996325,-6.771445537712244,-1.3291105938719079,0.03441907129456771,,-25.970129531371388,2.5,,,
PALM.JK,0.0017238615516847386,[-0.063],[0.002],0.72,1993617292000.0,,0.4930297963158249,,0.04764928009005131,-26.87510704230792,148.06911087195266,2.809498872183739,0.6862912152597567,,51.76981140047874,43.75,,,
PAMG.JK,0.0007369621678526078,[-0.043],[0.001],0.28,,,,,,,,0.0,0.0,,,0.0,,,
PANI.JK,0.009720990732248462,[0.159],[0.01],2.57,1661181000.0,,0.00012493596060035372,314521649000.0,0.9643342071061668,-45.27247135736285,0.10630061339037614,52445.60517752129,1.7319932788375838,,0.35050226227828934,0.0,67.78288756200165,91.93370165693683,
PANR.JK,0.002542060583185473,[0.291],[0.002],0.92,,,,,,,,0.0,0.0,,,7.238636363636363,,,
PANS.JK,0.0007852524885184933,[0.05],[0.001],0.57,83597990926.0,,0.028184760263435343,208277284349.0,0.5382771631133547,-20.46473523402748,117.50714669497191,13.786395513502152,0.0879617679329401,,6.211631761367483,116.2962962962963,,,
PBID.JK,0.0006709688311181934,[0.02],[0.001],0.66,371602077000.0,,0.1537291588390962,3498950383000.0,0.1953644735443529,-12.855086592813002,198.18776763519085,7.417208526743515,0.08852287971382218,,19.166158202403487,21.156462585034014,,,
PBRX.JK,-0.000911076859309477,[0.109],[-0.001],-0.4,23711738.0,,0.034209964264547636,661180563.0,0.5957644425126873,-0.6603121921630769,0.0011037956231329709,30802.803786715256,1.1938045825665617,,8.54907046345253,120.58823529411764,,,
PBSA.JK,0.0005528238916509015,[-0.123],[0.001],0.24,43118874545.0,,0.06140272167326543,509483496179.0,0.23669565890030925,97.95516164041277,14.372958181666666,20.594229542639376,0.006616085872457034,,8.04718133851363,58.445945945945944,,,
PCAR.JK,-9.099283078084321e-05,[-0.172],[0.],-0.02,,,,62550792013.0,0.3839425062784715,-71.20522428557665,-13.670206467270017,-3.6575892339090004,0.42771177435709096,,-24.121524677909235,0.0,,,
PDES.JK,0.00016148931545388387,[-0.129],[0.],0.06,,,,,,,,0.0,0.0,,,17.65,,,
PDPP.JK,0.002485319285803293,,,1.27,,,,,,,,0.0,0.0,,,0.0,,,
PEGE.JK,0.0018630335745431202,[-0.104],[0.002],0.52,,,,,0.05961978393964709,-83.26700393964448,-2.5626318216133797,-40.973501973410364,0.0,,-1.4642301024096491,90.99774285714287,,,
PEHA.JK,-0.0004713488402481525,[0.004],[-0.],-0.21,48487862000.0,,0.025306957665148847,932068791000.0,0.6133021071685223,-6.741934515065373,57.72364523809524,9.008440091666653,1.1815493778747392,,6.737675626078627,41.996057692307694,91.48622504232792,,
PEVE.JK,-7.798571119875853e-05,,,-0.04,,,,,,,,0.0,0.0,,,0.0,,,
PGAS.JK,0.0003019159177626099,[-0.026],[0.],0.2,,,,3150309689.0,0.607719114417116,-4.959151661358654,-0.01092232668161738,-124515.59449223606,0.6920999471281807,,-11.856577521653735,160.94675735294115,,,
PGEO.JK,0.0019706232802147467,,,0.85,72866000.0,,0.028559602973465978,281095000.0,0.5991096534170323,-4.029835368631109,0.0017563700907648637,668993.4007520655,0.7144363813744974,,7.123033775415142,0.0,13.415499286862204,,
PGJO.JK,0.0011208152737568048,[-0.024],[0.001],0.49,,,,,,,,0.0,0.0,,,0.0,,,
PGLI.JK,0.0011486339502175908,[0.038],[0.001],0.31,,,,18620677947.0,0.3285629862261996,-7.894660707651098,-10.811606209016393,-12.486581308096117,0.3718423038035373,,-8.962847693731533,22.88888888888889,,,
PGUN.JK,0.0023634959240662074,,,0.74,172151655670.0,,0.07333348841575942,835153405194.0,0.39120111564911736,-21.901910490230982,5.461196936380762,73.9764569390787,0.5666585481106994,,2.9568812119812087,0.0,17.692424735567553,,
PICO.JK,0.0002289461251783266,[0.044],[0.],0.08,,,,372842985976.0,0.7835795707727387,-32.32026018928312,-113.30332366708558,-0.8914125087518534,0.49437066972310606,,-27.22914670559313,11.881188118811881,,3.8411716811764993,
PIPA.JK,-0.004634925327166854,,,-2.09,1358165417.0,,0.061786227916145874,37757640898.0,,1.492942774048683,0.3965434987703627,126.08957190079887,-21.3865500378683,,-105.48303442916598,0.0,,,
PJAA.JK,0.0008531730788721322,[-0.041],[0.001],0.7,,,,807018000000.0,0.56419687336353,6.379481278670167,-245.52375,-3.6859977904377885,0.5589328688763571,,-22.56395469724836,78.98342541436463,92.20828954780391,,
PKPK.JK,0.0029387650314155436,[-0.129],[0.003],1.17,,,,,,,,0.0,0.0,,,11.596969696969696,,,
PLAN.JK,-0.0011382115876927106,,,-0.46,,,,,,,,0.0,0.0,,,0.0,,,
PLAS.JK,0.0,[0.],[0.],,,,,,,,,0.0,0.0,,,0.0,,,
PLIN.JK,0.00045137394117146333,[-0.004],[0.],0.28,,,,1502672279000.0,0.0983694485089301,6.425276475771029,-162.6746560756732,-16.843435026076854,0.04916815028934752,,-5.398903750649821,46.870437956204384,1.4919760436729286,,
PMJS.JK,0.0005095246745330111,[-0.04],[0.001],0.28,56994252084.0,,0.01712316102310575,6019436603046.0,0.2778629834512156,-37.859804441792136,4.143349080690677,32.34098730046246,0.040788089920819455,,2.95600121007362,0.0,,,
PMMP.JK,0.0005906830529843336,,,0.27,,,,,,,,0.0,0.0,,,0.9933774834437087,,,
PNBN.JK,0.0007431537143268153,[-0.003],[0.001],0.4,3103248000000.0,27895889000000.0,0.01423070297205001,8546250000000.0,0.7823590355502106,-2.4964087419544563,128.8643971256648,8.924109572937773,0.3896363724520107,28247614000000.0,7.017215859557997,3.6199999999999997,,,
PNBS.JK,0.000772403319179931,[-0.093],[0.001],0.32,128116000.0,,1.13356103613089e-05,158157129000.0,0.7243292537542007,-61.72088413721214,0.003300801628423117,15147.835474101596,0.44056668137921445,-1607309720000.0,0.004112010619799898,0.0,33.83189363685914,,
PNGO.JK,0.0022360458524524505,,,1.17,,,,,,,,0.0,0.0,,,6.800000000000001,,,
PNIN.JK,0.00042921436183643606,[-0.085],[0.],0.28,1051980000000.0,,0.030749107213974156,1923463000000.0,0.13263490806149061,4.381181910189419,258.5784795689621,3.65459647521816,0.00037276235452276656,,5.972259123764366,2.2222222222222223,,,
PNLF.JK,0.0007983551389707953,[-0.04],[0.001],0.44,1859764000000.0,,0.05743252497296237,1121354000000.0,0.14009332610826955,4.421393173542117,58.07751527409135,4.890016362781514,0.0002555970886845972,,7.239571348976087,5.28169014084507,,,
PNSE.JK,0.0008481231289097763,[-0.006],[0.001],0.29,,,,,,,,0.0,0.0,,,104.11111111111111,,,
POLA.JK,0.0013407339192191275,[-0.073],[0.001],0.37,,16589602268.0,,71424250991.0,0.029933649002188055,260.7193841768187,-11.315566437147503,-3.269831890919213,0.0,17487339120.0,-12.650510829379513,0.0,,4.796217800917037,
POLI.JK,0.0001567082042211681,[-0.028],[0.],0.07,17438015355.0,,0.007051248455571119,214186082383.0,0.31559502394392464,13.989373868476584,8.673342322014378,84.74241794128757,0.2754614183452931,,1.030441679278535,0.0,,,
POLL.JK,-0.002942784483627404,[0.133],[-0.003],-0.89,30354818414.0,,0.004325798494505986,470822249714.0,0.7888611167791703,23.545996617143874,3.6489332619084585,38.36737751864978,0.8595986484715703,,2.4136297801185527,0.0,,,
POLU.JK,0.0017967790662934398,[0.135],[0.002],0.45,,,,202622197758.0,0.42937848641166904,87.54830465894827,-8.139239266666667,-59.465016832981824,0.1692571416430476,,-3.7935777413258376,0.0,79.17344696072043,,
POLY.JK,0.0003966420965745164,[-0.147],[0.],0.22,,,,,,,,0.0,0.0,,,0.0,,,
POOL.JK,0.0,[0.],[0.],,,,,97088979305.0,0.02298125880877936,-47.16004113906348,,0.0,0.0,,-17.44676804917417,3561.0285400000002,,2.5344318363340013,
PORT.JK,0.0021385358921289575,[0.057],[0.002],0.58,,,,1352160225000.0,0.6004469162238368,-2.1939000858208115,-21.084763596491907,-35.333571400532726,0.7127695324741125,,-6.3239315853972915,0.0,,,
POSA.JK,0.0,[0.],[0.],,,,,193310727619.0,0.8730517359250596,10.490066052028785,-15.958831174392774,-3.133061528981459,4.726845706847462,,-106.01952468152803,0.0,,0.17759343359569807,
POWR.JK,0.0003035607536641756,[0.007],[0.],0.34,74752287.0,,0.055666081927074076,391145415.0,0.5006451657891142,-9.508199460924537,0.004729421154336973,144838.02090068493,0.7451646495478276,,11.14760048634382,46.73488759124087,0.1327840705810897,0.017679717425150676,
PPGL.JK,0.00024343464319435168,,,0.12,,,,,,,,0.0,0.0,,,9.195402298850574,,,
PPRE.JK,-0.0006587705124217137,[0.058],[-0.001],-0.38,58569358939.0,,0.008654845789069644,2278387482460.0,0.5800351809381057,-16.752363079935172,5.789659787789132,14.335902806422895,0.9988556246821648,,2.6953663456435684,27.421686746987955,,,
PPRI.JK,-0.00177500936160841,,,-0.52,,,,,,,,0.0,0.0,,,0.0,,,
PPRO.JK,0.00026373701991831813,[0.041],[0.],0.18,109330258542.0,,0.005910759381538501,1965912162815.0,0.7593062260819802,140.61769615125928,1.7726634338146692,19.180177890189775,2.5563424275137274,,2.7908855109659814,21.84120588235294,,,
PRAS.JK,0.00029681676251629304,[-0.031],[0.],0.12,,,,,,,,0.0,0.0,,,10.309278350515463,,,
PRAY.JK,-0.0005901003082679165,,,-0.5,282215000000.0,,0.11730438704233666,1055532000000.0,0.37326624643834677,-26.73949925904183,20.21684248197305,34.129958751731834,0.7261414300914586,,20.05360608198803,0.0,34.9744421827148,,
PRDA.JK,0.0008943023414852691,[0.044],[0.001],0.5,268747000000.0,,0.12040355690638031,1604628000000.0,0.19880943633929676,-29.36676196914552,286.6634568818873,13.604803494736686,0.017537336259764166,,15.02807975623763,11.336153846153847,,,
PRIM.JK,-0.0007414966725343143,[0.156],[-0.001],-0.27,38169751561.0,,0.04016588099817707,222420951353.0,0.0641382584069014,-56.56559829970031,11.298442127211333,7.169129963937101,0.0,,4.296069252801639,0.0,,,
PSAB.JK,0.00023565242549819862,[0.001],[0.],0.12,,,,253936324.0,0.6106966070770861,4.457398783116707,-0.00023501828948735139,-893547.4786157106,1.1328528043237045,,-1.9969477699063887,4.738095238095238,,,
PSDN.JK,0.0012944560047920056,[-0.125],[0.001],0.4,,,,,,,,0.0,0.0,,,0.0,,,
PSGO.JK,0.0012075206771856553,[0.088],[0.001],0.5,26500848572.0,,0.007790418405019427,904002723231.0,0.6442309320947012,-47.31770011845673,1.4058804940228689,109.53989379234886,1.6016878481702996,,2.190667072480703,0.0,,,
PSKT.JK,0.000502342390758222,[-0.023],[0.001],0.24,,,,,,,,0.0,0.0,,,4.054054054054054,,,
PSSI.JK,0.0015126218175910973,[0.059],[0.001],0.97,8430220.0,,0.05741252923765717,59924796.0,0.35621397419498785,-37.135359187716375,0.0016117334041936089,313327.25293527334,0.1989273856031154,,8.917952073573913,4.356435643564356,,,
PTBA.JK,0.0005540607633993613,[-0.021],[0.001],0.38,2386819000000.0,,0.09921616610386563,14938373000000.0,0.295865298540888,-40.791788026492725,207.78074263598873,14.293913681900472,0.07765022314751825,,14.238271654134207,182.19344781144787,36.14296434672926,0.7304194952929375,
PTDU.JK,0.00014742217291648376,,,0.04,,,,,,,,0.0,0.0,,,0.0,,,
PTIS.JK,0.0024811589387315753,[-0.312],[0.003],0.62,3812.0,,0.00010786268616004593,12233551.0,0.529192249392565,-2.9138469054617415,6.9288305425293216e-06,33483283.87827912,0.001642884879640394,,0.022914189605902385,14.439655172413794,,,
PTMP.JK,0.004244420128467418,,,0.99,4718181580.0,,0.05220404375520742,114615413032.0,0.33860766108662743,-12.278076342597481,5955.044276158021,0.02619627877907997,0.8252073609469444,,7.893052381129103,0.0,37.52165599741118,,
PTPP.JK,-0.0004302514991065762,[0.104],[-0.],-0.23,164053051741.0,,0.0030716469950299876,15667335410425.0,0.7396320871923423,-5.56282354045183,26.52288383293349,18.172986129113912,1.8295550303861827,,1.5544583746393184,65.25632780082987,,,
PTPS.JK,0.01649636051305678,,,3.34,,,,,,,,0.0,0.0,,,0.0,,,
PTPW.JK,8.850044135161378e-05,[-0.01],[0.],0.07,,,,,,,,0.0,0.0,,,0.0,,,
PTRO.JK,0.001988611193518025,[-0.194],[0.002],1.05,32279000.0,,0.06093964749059824,308409000.0,0.5630635392910543,-18.05203770653081,0.032550306019464896,129338.261750364,1.124044008614526,,13.987338206809289,85.06419714964372,,,
PTSN.JK,0.000726460251793665,[-0.106],[0.001],0.38,4834369.0,,0.03729446889023172,140336026.0,0.36208417893282546,-9.23786069224296,0.0009096838263169862,233048.00400631395,0.28654126519052026,,5.846652015596138,0.25789056603773586,14.548332306660674,2.568304554616713,
PTSP.JK,0.00023331323754314894,[-0.284],[0.],0.08,,,,420655529000.0,0.6175712207635253,-11.933125925669948,-217.71064001304302,-5.603768377727932,0.585227833314356,,-38.495693805223006,0.0,,,
PUDP.JK,0.0021315523099152012,[-0.062],[0.002],0.66,,,,,,,,0.0,0.0,,,24.145657142857143,,,
PURA.JK,-0.0003025595197616019,[-0.036],[-0.],-0.16,,,,,,,,0.0,0.0,,,0.0,,,
PURE.JK,-0.000392021554393485,[0.031],[-0.],-0.17,,,,,,,,0.0,0.0,,,0.0,,,
PURI.JK,0.001032262651776693,,,0.3,,,,,,,,0.0,0.0,,,0.9931506849315067,,,
PWON.JK,0.00021591447831036304,[-0.01],[0.],0.16,929918580000.0,,0.03514590196911746,3047292731000.0,0.3348643288975503,-30.386464213866603,19.309100732609398,21.958557566792567,0.42076852813021154,,6.353865012243394,8.47877358490566,37.305639225737025,,
PYFA.JK,0.001199936751754659,[0.116],[0.001],0.46,22104364267.0,,0.09670492151540352,255293697472.0,0.31037301761115726,-56.005589277378,41.31039146856545,19.849727171526983,6.261373711460331,,14.022786808663026,1.0451219512195122,97.79275559661806,,
PZZA.JK,-0.0007777242178585645,[-0.052],[-0.001],-0.67,,,,3551925887214.0,0.4478068239121416,1.1581433202533151,-31.116361013781074,-9.384130743009331,0.5661386751880834,,-7.632629874821246,27.58554794520548,6.551099897153113,,
RAAM.JK,0.005160990230428193,,,1.35,,,,203384865917.0,0.2955813841513663,-21.679442694249843,-6.362323935909604,-73.87237819616071,0.1921096938826498,,-4.993478654079689,0.0,3.0645687590107844,,
RAFI.JK,-0.002387622955222383,,,-0.85,,,,,,,,0.0,0.0,,,0.0,,,
RAJA.JK,0.0036482700898576577,[-0.073],[0.004],1.4,1389429.0,,0.0083377060270227,97375296.0,0.2604200697537106,0.6297669109983705,0.00032869711976982115,4152759.23608907,1.5559843112138232,,1.3765230911585322,4.098901098901099,79.78005882402175,,
RALS.JK,4.8442075623854456e-05,[-0.021],[0.],0.03,,,,2666825000000.0,0.2963877743548137,-2.49668104302803,-23.096970615211518,-20.43558039984446,0.12500134316317552,,-3.7344329160598306,108.89830508474576,,,
RANC.JK,0.0010468613644355703,[0.011],[0.001],0.5,,,,,,,,0.0,0.0,,,13.418803418803419,,,
RBMS.JK,0.0004917306614493005,[0.119],[0.],0.23,,,,,,,,0.0,0.0,,,2.941176470588235,,,
RCCC.JK,0.0012378235515621667,,,0.4,,,,,,,,0.0,0.0,,,0.0,,,
RDTX.JK,0.0016397061120543338,[0.243],[0.002],0.84,236087887526.0,,0.07946246347809906,164661925051.0,0.07889775004703765,-3.103165404352606,878.3031529985119,16.338322310479413,0.0,,8.62688843525862,5.801393728222997,,,
REAL.JK,-0.0017543154957658544,[-0.001],[-0.002],-0.83,,,,,,,,0.0,0.0,,,0.0,,,
RELF.JK,-0.007871437093916191,,,-1.79,,,,,,,,0.0,0.0,,,0.0,,,
RELI.JK,0.0018352956166640259,[0.091],[0.002],0.54,,,,,,,,0.0,0.0,,,4.132231404958678,,,
RGAS.JK,-0.0008356686961339381,,,-0.25,,,,,,,,0.0,0.0,,,0.0,,,
RICY.JK,0.0008218324383292433,[-0.029],[0.001],0.37,,,,1363046566243.0,0.7852663364299022,-6.53173129656256,-119.97058191366096,-0.7751900383956557,3.4002034804688224,,-22.26465489555949,47.31182795698925,70.72542050042068,,
RIGS.JK,0.001865668646507335,[0.028],[0.002],0.76,,,,315913367813.1652,0.08263727095630777,-20.64272843012859,-115.57154138662092,-4.32632457784181,0.0,,-12.447526367468583,0.0,,,
RIMO.JK,0.0,[0.],[0.],,,,,,,,,0.0,0.0,,,14.82,,,
