,Average Daily Returns,Beta Alpha,Sharpe Ratio,Piotroski F-Score,Revenue Growth,Earning per Share,Price to Earning,Debt to Equity,Free Cash Flow,Return on Equity,Dividend Yield
BEEF.JK,0.0006552074305567901,"{'beta': array([-0.114]), 'alpha': array([0.001])}",0.3,,411.5661936861774,-49.88294843538206,-5.773515981579812,0.08415991984950975,,-4965.8455045447645,0.0
BEER.JK,-0.00014132888281988227,,-0.12,,,,0.0,0.0,,,0.4730769230769231
BEKS.JK,-0.00041873778401583026,"{'beta': array([-0.08]), 'alpha': array([-0.])}",-0.21,4,-43.63501499179891,-286.52266870195285,-0.17450626237190012,0.11301788202978744,-1926662000000.0,-22.63236634471251,21.511120000000002
BELI.JK,0.00023405000776684665,,0.44,,-51.46844407415122,-19.98138597639402,-23.722078166148382,0.597405861898872,,-94.18413717922047,0.0
BELL.JK,0.00035667809563233216,"{'beta': array([0.008]), 'alpha': array([0.])}",0.12,,,,0.0,0.0,,,3.897361764705882
BESS.JK,0.0006971994331593677,"{'beta': array([-0.107]), 'alpha': array([0.001])}",0.26,,,,0.0,0.0,,,0.0
BEST.JK,0.00045547284498837973,"{'beta': array([0.112]), 'alpha': array([0.])}",0.3,,5.432115993196679,-11.9388272714605,-11.307643282746412,0.3329502676131434,,-2.643950162437862,27.762962962962966
BFIN.JK,0.0021692798526595836,"{'beta': array([0.105]), 'alpha': array([0.002])}",1.14,,13.094169961320636,46.65046497770056,27.866817632394756,2.026389806201797,,10.620331055153152,25.303175
BGTG.JK,0.0016386514618035985,"{'beta': array([0.036]), 'alpha': array([0.002])}",0.51,5,-2.0619295753822993,0.1334112034253229,532.1891878424015,0.016173818072643478,992851000000.0,0.28074179743223965,0.0
BHAT.JK,-4.169945347708085e-05,"{'beta': array([0.06]), 'alpha': array([-0.])}",-0.04,,-25.492198718831943,2.3049925644,180.47780562289435,0.4815240220446851,,2.233040379574323,0.0
BHIT.JK,0.0006079426423596473,"{'beta': array([0.086]), 'alpha': array([0.001])}",0.27,,-15.32848226485106,1.8069084114264415,27.671574100719425,0.897117084328873,,1.0461102362379338,51.0
BIKA.JK,-0.00023271168089205924,"{'beta': array([-0.193]), 'alpha': array([-0.])}",-0.07,,,,0.0,0.0,,,0.0
BIKE.JK,0.0020717583037269784,,1.02,,,,0.0,0.0,,,2.727272727272727
BIMA.JK,0.0021789138036787652,"{'beta': array([-0.328]), 'alpha': array([0.002])}",0.59,,,,0.0,0.0,,,0.0
BINA.JK,0.0021706537757826493,"{'beta': array([0.052]), 'alpha': array([0.002])}",1.09,6,-23.615826826667323,3.1584163580407907,1329.7803468208092,0.05631297671269792,2305722000000.0,1.5919233878653634,0.0
BINO.JK,-0.00041240561222515856,,-0.47,,,,0.0,0.0,,,1.3678748091603055
BIPI.JK,0.0012122012753250579,"{'beta': array([-0.074]), 'alpha': array([0.001])}",0.6,,19.70787867370111,0.00033818577321239967,242470.28259376067,2.7935903151490105,,6.719360743706463,1.2195121951219512
BIPP.JK,0.00021167078579553475,"{'beta': array([-0.05]), 'alpha': array([0.])}",0.16,,80.22278368344821,30.743625363018392,1.626353411791999,0.7178635584531693,,6.233977844309382,0.0
BIRD.JK,0.0009391599161653262,"{'beta': array([0.012]), 'alpha': array([0.001])}",0.51,,-7.8430198289746995,-64.48703171879022,-27.214774090596396,0.16942586383437178,,-3.140111566761014,26.315099715099716
BISI.JK,0.0008915836666658505,"{'beta': array([-0.037]), 'alpha': array([0.001])}",0.73,,-10.042786151618401,91.81766666666667,18.841689870867263,0.0002734061277148374,,11.206925312118319,34.45086705202312
BJBR.JK,0.0006446874851856466,"{'beta': array([-0.015]), 'alpha': array([0.001])}",0.58,5,-16.228645756760585,543.0848540714377,2.2003927950507878,2.557433460694924,-981322000000.0,14.107735391475446,90.66097447698745
BJTM.JK,0.00046845610444755305,"{'beta': array([0.051]), 'alpha': array([0.])}",0.43,4,-10.163129656751916,483.21743849947364,1.2416770426646213,1.031487738164756,-197622000000.0,14.88225625960275,92.53333333333335
BKDP.JK,0.0005912380287797273,"{'beta': array([0.018]), 'alpha': array([0.001])}",0.23,,-16.422227822245656,-4.129943332941375,-12.590971790154136,0.3116201732969132,,-6.44687189152082,0.0
BKSL.JK,6.112061098144509e-06,"{'beta': array([0.019]), 'alpha': array([-0.])}",0.01,,-50.38513354856815,-1702.8927938853146,-0.029949037416288883,0.25328618572334866,,-6.969803496736053,0.4732490196078431
BKSW.JK,0.0010480574561471786,"{'beta': array([-0.059]), 'alpha': array([0.001])}",0.37,2,-32.268116192916246,-12.007736634932899,-5.996134174906673,0.12000777357686747,-4176897000000.0,-10.26562806235322,0.0
BLTA.JK,0.0,"{'beta': array([0.]), 'alpha': array([0.])}",,,-6.619527030418001,-3.484280968793287e-05,-1435016.304592581,0.9331376245963096,,-2.9272627801760147,211.665194
BLTZ.JK,0.0003512738246226937,"{'beta': array([-0.09]), 'alpha': array([0.])}",0.12,,-10.202448964915979,-815.4793765475846,-2.2256847348905233,1.8437204063853054,,-55.984869310294414,0.0
BLUE.JK,-8.782540177203782e-05,"{'beta': array([-0.046]), 'alpha': array([-0.])}",-0.06,,,,0.0,0.0,,,26.09289617486339
BMAS.JK,0.0032082776466171694,"{'beta': array([0.132]), 'alpha': array([0.003])}",1.0,6,-12.999804169253048,3.737750698248391,144.47191468737023,0.006550254025133794,869587449000.0,5.215950183776077,2.19449037037037
BMBL.JK,-0.007345945748027371,,-2.73,,,,0.0,0.0,,,0.0
BMHS.JK,1.5732189917703147e-05,,0.01,,-39.27733159133364,10.320435708798753,31.200233118595648,1.0738658139239934,,8.732843005272665,1.2599751552795029
BMRI.JK,0.0013362289113617884,"{'beta': array([0.044]), 'alpha': array([0.001])}",1.18,6,-11.955925787507748,179.99486939812365,39.58446162285043,1.018590890563945,116599094000000.0,8.870868759396,20.843646063157895
BMSR.JK,0.0035036172955515647,"{'beta': array([-0.233]), 'alpha': array([0.004])}",0.99,,-21.51705603282141,-1.1009502734644583,-296.10783325767,1.2252308219973707,,-1.0661993730482817,0.0
BMTR.JK,0.000719733737416638,"{'beta': array([-0.091]), 'alpha': array([0.001])}",0.42,,-13.683967715291963,55.816359338028526,4.228151079699848,0.6284537406756245,,7.45963932344705,62.91949152542373
BNBA.JK,0.002436919482237229,"{'beta': array([0.021]), 'alpha': array([0.002])}",0.75,6,-0.27354272512665007,10.346320292798111,62.824268107421084,0.02349129699620208,667095414996.0,2.3223569250559315,10.895772153846153
BNBR.JK,-0.0014535445355828448,"{'beta': array([0.023]), 'alpha': array([-0.001])}",-0.66,,2.568230235761614,-47971.89190305132,-0.0010422770088169002,1.4909807560926724,,-64.23828289683752,0.0
BNGA.JK,0.0011918920262559733,"{'beta': array([0.038]), 'alpha': array([0.001])}",1.04,6,-8.5489378054953,28229.606181758845,0.0712018434496902,0.7260921410842517,29576625000000.0,4.9036379814790045,22.76862487562189
